Arc_ID	cont_area	LDD	country
279	420.526276	1	304
280	420.526276	1	304
281	420.526276	0	304
282	420.526276	0	304
283	420.526276	0	304
284	420.526276	0	304
285	420.526276	0	304
286	420.526276	0	304
287	420.526276	0	304
288	420.526276	0	304
289	420.526276	0	304
290	420.526276	0	304
291	420.526276	0	304
292	420.526276	0	304
293	420.526276	0	304
294	420.526276	0	304
295	420.526276	0	304
296	420.526276	0	304
297	420.526276	0	304
298	420.526276	0	304
299	420.526276	0	304
300	420.526276	0	304
301	420.526276	0	304
302	420.526276	0	304
303	49.22064609	0	124
304	187.933376	0	124
305	259.527043	0	124
306	349.0191268	0	124
307	420.6127939	0	124
308	398.2397729	0	124
309	434.0366064	0	124
310	447.460419	16	124
311	447.460419	16	124
312	447.460419	16	124
313	420.6127939	0	124
314	447.460419	16	124
315	434.0366064	16	124
316	411.6635855	32	124
317	434.0366064	16	124
318	420.6127939	16	124
319	447.460419	1	124
320	447.460419	128	124
321	447.460419	64	124
322	447.460419	64	124
323	447.460419	64	124
324	447.460419	16	124
325	447.460419	32	124
326	447.460419	0	124
327	447.460419	0	124
328	447.460419	16	124
329	447.460419	16	124
330	447.460419	1	124
331	447.460419	1	124
332	447.460419	1	124
333	447.460419	4	124
334	447.460419	16	124
335	398.2397729	16	124
336	411.6635855	16	124
337	447.460419	4	124
338	447.460419	1	124
339	447.460419	1	124
340	447.460419	1	124
341	447.460419	1	124
342	447.460419	1	124
343	447.460419	1	124
344	447.460419	1	124
345	447.460419	1	124
346	447.460419	1	124
347	447.460419	1	124
348	447.460419	1	124
349	447.460419	1	124
350	349.0191268	0	124
351	447.460419	0	124
352	447.460419	0	124
353	447.460419	0	124
354	371.3921478	0	124
355	322.1715017	0	124
356	223.7302095	0	124
357	223.7302095	0	124
358	174.5095634	0	124
359	147.6619383	0	124
360	85.01747961	0	124
361	13.42381257	0	124
362	147.6619383	0	304
363	362.4429394	0	304
364	371.3921478	0	304
365	371.3921478	0	304
366	384.8159603	0	304
367	322.1715017	0	304
368	362.4429394	0	304
369	398.2397729	0	304
370	447.460419	0	304
371	447.460419	0	304
372	447.460419	16	304
373	447.460419	1	304
374	447.460419	1	304
375	447.460419	64	304
376	447.460419	16	304
377	447.460419	1	304
378	272.9508735	0	304
379	174.5095634	0	304
380	398.2397729	16	304
381	434.0366064	0	304
382	411.6635855	0	304
383	335.5953143	0	304
384	299.7984807	0	304
385	447.460419	0	304
386	447.460419	0	304
387	447.460419	16	304
388	447.460419	16	304
389	447.460419	16	304
390	447.460419	16	304
391	447.460419	1	304
392	447.460419	1	304
393	447.460419	1	304
394	447.460419	0	304
395	447.460419	0	304
396	447.460419	0	304
397	447.460419	0	304
398	447.460419	0	304
399	447.460419	0	304
400	447.460419	64	304
401	447.460419	64	304
402	447.460419	64	304
403	447.460419	64	304
404	447.460419	64	304
405	447.460419	64	304
406	447.460419	64	304
407	447.460419	64	304
408	447.460419	64	304
409	447.460419	64	304
410	447.460419	128	304
411	447.460419	64	304
412	447.460419	64	304
413	447.460419	1	304
414	447.460419	1	304
415	447.460419	1	304
416	447.460419	64	304
417	447.460419	1	304
418	447.460419	64	304
419	447.460419	1	304
420	447.460419	0	304
421	447.460419	0	304
422	447.460419	0	304
423	447.460419	0	304
424	447.460419	0	304
425	447.460419	0	304
426	447.460419	0	304
427	447.460419	64	304
428	447.460419	64	304
429	447.460419	64	304
430	447.460419	64	304
431	447.460419	1	304
432	447.460419	0	304
433	447.460419	0	304
434	447.460419	0	304
435	447.460419	0	304
436	447.460419	0	304
437	447.460419	0	304
438	447.460419	64	304
439	447.460419	64	304
440	447.460419	0	304
441	447.460419	0	304
442	447.460419	0	304
443	447.460419	0	304
444	447.460419	0	304
445	447.460419	0	304
446	447.460419	0	304
447	447.460419	0	304
448	447.460419	0	304
449	447.460419	0	304
450	447.460419	0	304
451	447.460419	0	304
452	447.460419	0	304
453	447.460419	0	304
454	447.460419	0	304
455	447.460419	0	304
456	447.460419	0	304
457	447.460419	0	304
458	447.460419	0	304
459	447.460419	0	304
460	447.460419	0	304
461	447.460419	0	304
462	447.460419	0	304
463	447.460419	0	643
464	447.460419	0	643
465	447.460419	0	643
466	447.460419	0	643
467	447.460419	0	643
468	447.460419	0	643
469	447.460419	0	643
470	447.460419	0	643
471	251.4096276	0	124
472	222.9481604	0	124
473	237.178894	0	124
474	303.5889843	0	124
475	303.5889843	0	124
476	147.0509238	0	124
477	474.357788	0	124
478	104.3587134	0	124
479	317.819718	0	124
480	384.2298083	0	124
481	303.5889843	16	124
482	369.9990746	16	124
483	355.768341	16	124
484	327.3068737	0	124
485	341.5376074	0	124
486	327.3068737	0	124
487	384.2298083	0	124
488	355.768341	0	124
489	341.5376074	16	124
490	317.819718	16	124
491	384.2298083	16	124
492	393.716964	16	124
493	474.357788	16	124
494	474.357788	16	124
495	474.357788	16	124
496	474.357788	0	124
497	445.8963207	1	124
498	393.716964	1	124
499	355.768341	1	124
500	317.819718	0	124
501	265.6403423	0	124
502	265.6403423	0	124
503	222.9481604	0	124
504	251.4096276	0	124
505	275.1274981	16	124
506	317.819718	16	124
507	327.3068737	16	124
508	393.716964	4	124
509	422.1784313	8	124
510	393.716964	1	124
511	393.716964	1	124
512	436.409165	1	124
513	474.357788	1	124
514	474.357788	1	124
515	474.357788	1	124
516	474.357788	1	124
517	474.357788	1	124
518	474.357788	1	124
519	474.357788	0	124
520	407.9476977	0	124
521	474.357788	0	124
522	393.716964	0	124
523	422.1784313	0	124
524	393.716964	0	124
525	384.2298083	0	124
526	355.768341	0	124
527	275.1274981	0	124
528	237.178894	0	124
529	147.0509238	0	124
530	66.41008558	0	304
531	156.53807	0	304
532	170.7688037	0	304
533	156.53807	0	304
534	80.64082396	0	304
535	170.7688037	0	304
536	436.409165	0	304
537	474.357788	0	304
538	474.357788	64	304
539	474.357788	64	304
540	474.357788	32	304
541	474.357788	32	304
542	474.357788	32	304
543	474.357788	16	304
544	474.357788	0	304
545	474.357788	0	304
546	474.357788	16	304
547	474.357788	16	304
548	474.357788	16	304
549	474.357788	16	304
550	474.357788	1	304
551	474.357788	64	304
552	474.357788	16	304
553	474.357788	16	304
554	460.1270544	64	304
555	474.357788	64	304
556	474.357788	64	304
557	474.357788	64	304
558	474.357788	64	304
559	474.357788	64	304
560	474.357788	64	304
561	474.357788	64	304
562	474.357788	64	304
563	474.357788	32	304
564	474.357788	64	304
565	474.357788	64	304
566	474.357788	64	304
567	474.357788	64	304
568	474.357788	64	304
569	474.357788	64	304
570	474.357788	64	304
571	474.357788	64	304
572	474.357788	64	304
573	474.357788	64	304
574	474.357788	64	304
575	474.357788	64	304
576	474.357788	64	304
577	474.357788	64	304
578	474.357788	64	304
579	474.357788	64	304
580	474.357788	64	304
581	474.357788	64	304
582	474.357788	64	304
583	474.357788	128	304
584	474.357788	64	304
585	474.357788	64	304
586	474.357788	64	304
587	474.357788	64	304
588	474.357788	128	304
589	474.357788	64	304
590	474.357788	64	304
591	474.357788	128	304
592	474.357788	64	304
593	474.357788	64	304
594	474.357788	64	304
595	474.357788	64	304
596	474.357788	1	304
597	474.357788	64	304
598	474.357788	16	304
599	474.357788	16	304
600	474.357788	16	304
601	474.357788	1	304
602	474.357788	1	304
603	474.357788	1	304
604	474.357788	1	304
605	474.357788	1	304
606	474.357788	1	304
607	474.357788	64	304
608	474.357788	4	304
609	474.357788	1	304
610	474.357788	1	304
611	474.357788	1	304
612	474.357788	0	304
613	474.357788	0	304
614	474.357788	0	304
615	474.357788	0	304
616	474.357788	0	304
617	474.357788	0	304
618	474.357788	1	304
619	474.357788	1	304
620	474.357788	1	304
621	474.357788	1	304
622	474.357788	64	304
623	474.357788	64	304
624	474.357788	32	304
625	474.357788	0	304
626	474.357788	0	304
627	474.357788	0	304
628	474.357788	0	304
629	474.357788	0	304
630	474.357788	0	304
631	474.357788	0	304
632	474.357788	0	304
633	474.357788	0	304
634	474.357788	0	304
635	474.357788	0	304
636	474.357788	0	304
637	474.357788	0	643
638	474.357788	0	643
639	474.357788	0	643
640	474.357788	0	643
641	474.357788	0	643
642	474.357788	0	643
643	474.357788	0	643
644	474.357788	0	643
645	474.357788	0	643
646	474.357788	0	643
647	474.357788	0	643
648	474.357788	0	643
649	474.357788	0	643
650	474.357788	0	643
651	474.357788	0	643
652	474.357788	0	643
653	474.357788	0	643
654	474.357788	0	643
655	474.357788	0	643
656	474.357788	0	643
657	474.357788	0	643
658	474.357788	0	643
659	55.13378387	0	124
660	165.4013516	0	124
661	280.6810815	0	124
662	360.8756762	0	124
663	405.9851358	0	124
664	360.8756762	16	124
665	416.0094601	16	124
666	501.216217	16	124
667	501.216217	1	124
668	501.216217	1	124
669	235.571622	0	124
670	85.20675689	0	124
671	140.3405508	0	124
672	220.5351355	0	124
673	345.8391897	0	124
674	290.7054059	0	124
675	390.9486493	0	124
676	195.4743246	0	124
677	235.571622	0	124
678	335.8148654	0	124
679	320.7783789	16	124
680	165.4013516	16	124
681	15.03648651	1	124
682	155.3770273	0	124
683	165.4013516	0	124
684	95.23108123	0	124
685	85.20675689	0	124
686	30.07297302	0	124
687	501.216217	0	124
688	70.17027539	0	124
689	85.20675689	0	124
690	155.3770273	0	124
691	180.4378381	0	124
692	250.6081085	0	124
693	335.8148654	0	124
694	390.9486493	0	124
695	416.0094601	0	124
696	416.0094601	0	124
697	416.0094601	16	124
698	501.216217	16	124
699	501.216217	16	124
700	501.216217	16	124
701	501.216217	64	124
702	501.216217	64	124
703	501.216217	2	124
704	501.216217	64	124
705	501.216217	1	124
706	501.216217	1	124
707	501.216217	1	124
708	501.216217	2	124
709	501.216217	64	124
710	501.216217	1	124
711	501.216217	1	124
712	416.0094601	0	124
713	320.7783789	0	124
714	250.6081085	0	124
715	125.3040543	0	124
716	95.23108123	0	304
717	140.3405508	0	304
718	220.5351355	0	304
719	345.8391897	0	304
720	501.216217	0	304
721	501.216217	16	304
722	501.216217	1	304
723	501.216217	1	304
724	501.216217	32	304
725	501.216217	1	304
726	501.216217	1	304
727	501.216217	64	304
728	501.216217	32	304
729	501.216217	16	304
730	501.216217	16	304
731	501.216217	16	304
732	501.216217	8	304
733	501.216217	8	304
734	501.216217	8	304
735	501.216217	8	304
736	501.216217	8	304
737	501.216217	8	304
738	501.216217	64	304
739	501.216217	64	304
740	501.216217	32	304
741	501.216217	32	304
742	501.216217	64	304
743	501.216217	64	304
744	501.216217	64	304
745	501.216217	64	304
746	501.216217	64	304
747	501.216217	64	304
748	501.216217	64	304
749	501.216217	64	304
750	501.216217	64	304
751	501.216217	64	304
752	501.216217	64	304
753	501.216217	64	304
754	501.216217	32	304
755	501.216217	64	304
756	501.216217	64	304
757	501.216217	64	304
758	501.216217	64	304
759	501.216217	64	304
760	501.216217	64	304
761	501.216217	64	304
762	501.216217	64	304
763	501.216217	64	304
764	501.216217	64	304
765	501.216217	64	304
766	501.216217	64	304
767	501.216217	64	304
768	501.216217	64	304
769	501.216217	64	304
770	501.216217	64	304
771	501.216217	64	304
772	501.216217	64	304
773	501.216217	64	304
774	501.216217	128	304
775	501.216217	64	304
776	501.216217	64	304
777	501.216217	64	304
778	501.216217	64	304
779	501.216217	128	304
780	501.216217	64	304
781	501.216217	64	304
782	501.216217	64	304
783	501.216217	64	304
784	501.216217	64	304
785	501.216217	64	304
786	501.216217	32	304
787	501.216217	64	304
788	501.216217	32	304
789	501.216217	32	304
790	501.216217	32	304
791	501.216217	32	304
792	501.216217	128	304
793	501.216217	1	304
794	501.216217	1	304
795	501.216217	1	304
796	501.216217	1	304
797	501.216217	1	304
798	501.216217	4	304
799	501.216217	4	304
800	501.216217	1	304
801	501.216217	0	304
802	501.216217	0	304
803	501.216217	0	304
804	501.216217	0	304
805	501.216217	0	304
806	501.216217	0	304
807	501.216217	0	304
808	501.216217	1	304
809	501.216217	0	304
810	501.216217	0	304
811	501.216217	0	304
812	501.216217	0	304
813	501.216217	0	304
814	501.216217	0	304
815	501.216217	0	304
816	501.216217	0	304
817	501.216217	0	304
818	501.216217	0	304
819	501.216217	0	304
820	501.216217	0	304
821	501.216217	0	304
822	501.216217	0	304
823	501.216217	0	304
824	501.216217	0	643
825	501.216217	0	643
826	501.216217	0	643
827	501.216217	0	643
828	501.216217	0	643
829	501.216217	0	643
830	501.216217	0	643
831	501.216217	0	643
832	501.216217	0	643
833	501.216217	0	643
834	501.216217	0	643
835	501.216217	0	643
836	501.216217	0	643
837	501.216217	0	643
838	501.216217	0	643
839	501.216217	0	643
840	501.216217	0	643
841	501.216217	0	643
842	501.216217	0	643
843	501.216217	0	643
844	501.216217	0	643
845	501.216217	0	643
846	501.216217	0	643
847	501.216217	0	643
848	501.216217	0	643
849	501.216217	0	643
850	501.216217	0	643
851	501.216217	0	643
852	501.216217	0	643
853	501.216217	0	643
854	501.216217	0	643
855	501.216217	0	643
856	501.216217	0	643
857	501.216217	0	643
858	501.216217	0	643
859	501.216217	0	643
860	501.216217	0	643
861	501.216217	0	643
862	501.216217	0	643
863	501.216217	0	643
864	501.216217	0	643
865	501.216217	0	643
866	501.216217	0	643
867	501.216217	0	643
868	501.216217	0	643
869	501.216217	0	643
870	501.216217	0	643
871	501.216217	0	643
872	501.216217	0	643
873	501.216217	0	643
874	501.216217	0	643
875	528.033447	0	124
876	528.033447	0	124
877	147.8493652	0	124
878	528.033447	0	124
879	528.033447	0	124
880	528.033447	0	124
881	42.24267576	0	124
882	205.9330443	0	124
883	337.9414061	0	124
884	411.8660887	32	124
885	454.1087644	16	124
886	427.7070921	16	124
887	528.033447	1	124
888	528.033447	1	124
889	528.033447	1	124
890	528.033447	0	124
891	528.033447	1	124
892	528.033447	1	124
893	528.033447	0	124
894	528.033447	0	124
895	512.1924436	0	124
896	438.267761	0	124
897	100.3263549	0	124
898	295.6987303	0	124
899	469.9497678	0	124
900	469.9497678	0	124
901	496.3514402	0	124
902	438.267761	0	124
903	438.267761	0	124
904	337.9414061	0	124
905	232.3347167	0	124
906	295.6987303	0	124
907	396.0250853	0	124
908	528.033447	0	124
909	528.033447	16	124
910	528.033447	16	124
911	528.033447	32	124
912	528.033447	16	124
913	528.033447	16	124
914	528.033447	1	124
915	528.033447	64	124
916	528.033447	32	124
917	528.033447	16	124
918	528.033447	64	124
919	528.033447	64	124
920	528.033447	4	124
921	528.033447	4	124
922	528.033447	1	124
923	528.033447	1	124
924	528.033447	1	124
925	528.033447	1	124
926	485.7907712	1	124
927	380.1840818	0	124
928	411.8660887	0	124
929	454.1087644	0	124
930	306.2593993	0	124
931	73.92468258	0	124
932	132.0083618	0	124
933	364.3430784	0	304
934	438.267761	0	304
935	438.267761	0	304
936	528.033447	0	304
937	427.7070921	0	304
938	469.9497678	16	304
939	469.9497678	16	304
940	512.1924436	16	304
941	528.033447	16	304
942	528.033447	1	304
943	528.033447	32	304
944	528.033447	16	304
945	528.033447	16	304
946	528.033447	64	304
947	528.033447	32	304
948	528.033447	64	304
949	528.033447	32	304
950	528.033447	16	304
951	528.033447	16	304
952	528.033447	16	304
953	528.033447	16	304
954	528.033447	16	304
955	528.033447	16	304
956	528.033447	16	304
957	528.033447	16	304
958	528.033447	16	304
959	528.033447	16	304
960	528.033447	16	304
961	528.033447	64	304
962	528.033447	64	304
963	528.033447	64	304
964	528.033447	64	304
965	528.033447	64	304
966	528.033447	64	304
967	528.033447	64	304
968	528.033447	64	304
969	528.033447	64	304
970	528.033447	64	304
971	528.033447	64	304
972	528.033447	32	304
973	528.033447	64	304
974	528.033447	64	304
975	528.033447	64	304
976	528.033447	64	304
977	528.033447	64	304
978	528.033447	64	304
979	528.033447	64	304
980	528.033447	64	304
981	528.033447	64	304
982	528.033447	64	304
983	528.033447	64	304
984	528.033447	64	304
985	528.033447	64	304
986	528.033447	64	304
987	528.033447	64	304
988	528.033447	64	304
989	528.033447	64	304
990	528.033447	64	304
991	528.033447	64	304
992	528.033447	128	304
993	528.033447	64	304
994	528.033447	64	304
995	528.033447	64	304
996	528.033447	64	304
997	528.033447	128	304
998	528.033447	64	304
999	528.033447	64	304
1000	528.033447	64	304
1001	528.033447	64	304
1002	528.033447	64	304
1003	528.033447	64	304
1004	528.033447	2	304
1005	528.033447	4	304
1006	528.033447	4	304
1007	528.033447	1	304
1008	528.033447	1	304
1009	528.033447	1	304
1010	528.033447	64	304
1011	528.033447	128	304
1012	528.033447	128	304
1013	528.033447	1	304
1014	528.033447	1	304
1015	528.033447	1	304
1016	528.033447	1	304
1017	528.033447	1	304
1018	528.033447	128	304
1019	528.033447	1	304
1020	528.033447	1	304
1021	528.033447	1	304
1022	528.033447	1	304
1023	528.033447	1	304
1024	528.033447	1	304
1025	528.033447	1	304
1026	528.033447	1	304
1027	528.033447	0	304
1028	528.033447	0	304
1029	528.033447	0	304
1030	528.033447	0	304
1031	528.033447	0	304
1032	528.033447	0	304
1033	528.033447	0	304
1034	528.033447	0	304
1035	528.033447	0	304
1036	528.033447	0	744
1037	528.033447	0	744
1038	528.033447	0	744
1039	528.033447	0	744
1040	528.033447	0	744
1041	528.033447	0	744
1042	528.033447	0	744
1043	528.033447	0	744
1044	528.033447	0	744
1045	528.033447	0	744
1046	528.033447	0	744
1047	528.033447	0	744
1048	528.033447	0	744
1049	528.033447	0	744
1050	528.033447	0	744
1051	528.033447	0	744
1052	528.033447	0	744
1053	528.033447	0	744
1054	528.033447	0	744
1055	528.033447	0	744
1056	528.033447	0	744
1057	528.033447	0	744
1058	528.033447	0	744
1059	528.033447	0	643
1060	528.033447	0	643
1061	528.033447	0	643
1062	528.033447	0	643
1063	528.033447	0	643
1064	528.033447	0	643
1065	528.033447	0	643
1066	528.033447	0	643
1067	528.033447	0	643
1068	528.033447	0	643
1069	528.033447	0	643
1070	528.033447	0	643
1071	528.033447	0	643
1072	528.033447	0	643
1073	528.033447	0	643
1074	528.033447	0	643
1075	528.033447	0	643
1076	528.033447	0	643
1077	528.033447	0	643
1078	528.033447	0	643
1079	528.033447	0	643
1080	528.033447	0	643
1081	528.033447	0	643
1082	528.033447	0	643
1083	528.033447	0	643
1084	528.033447	0	643
1085	528.033447	0	643
1086	528.033447	0	643
1087	528.033447	0	643
1088	528.033447	0	643
1089	528.033447	0	643
1090	528.033447	0	643
1091	528.033447	0	643
1092	528.033447	0	643
1093	528.033447	0	643
1094	528.033447	0	643
1095	528.033447	0	643
1096	528.033447	0	643
1097	554.807373	0	124
1098	554.807373	0	124
1099	77.67303777	0	124
1100	94.31725341	0	124
1101	554.807373	0	124
1102	554.807373	0	124
1103	554.807373	0	124
1104	554.807373	0	124
1105	77.67303777	0	124
1106	310.6921289	16	124
1107	477.1343408	16	124
1108	493.778562	16	124
1109	460.4901196	16	124
1110	538.1631518	4	124
1111	554.807373	8	124
1112	554.807373	16	124
1113	554.807373	8	124
1114	554.807373	128	124
1115	554.807373	128	124
1116	554.807373	1	124
1117	554.807373	1	124
1118	554.807373	128	124
1119	554.807373	1	124
1120	449.3939721	0	124
1121	355.0767187	0	124
1122	321.7882763	0	124
1123	399.4613086	0	124
1124	260.7594653	0	124
1125	493.778562	16	124
1126	554.807373	16	124
1127	554.807373	16	124
1128	554.807373	1	124
1129	554.807373	1	124
1130	510.4227832	0	124
1131	449.3939721	0	124
1132	510.4227832	0	124
1133	510.4227832	0	124
1134	554.807373	16	124
1135	554.807373	16	124
1136	554.807373	16	124
1137	554.807373	16	124
1138	554.807373	16	124
1139	521.5189306	2	124
1140	554.807373	4	124
1141	554.807373	16	124
1142	554.807373	1	124
1143	554.807373	1	124
1144	554.807373	1	124
1145	538.1631518	0	124
1146	449.3939721	0	124
1147	432.7497509	0	124
1148	155.3460644	0	124
1149	277.4036865	0	124
1150	277.4036865	0	124
1151	155.3460644	0	124
1152	77.67303777	0	124
1153	554.807373	0	124
1154	310.6921289	0	304
1155	477.1343408	16	304
1156	554.807373	16	304
1157	554.807373	16	304
1158	554.807373	64	304
1159	554.807373	64	304
1160	554.807373	64	304
1161	554.807373	64	304
1162	554.807373	64	304
1163	554.807373	32	304
1164	554.807373	64	304
1165	554.807373	64	304
1166	554.807373	32	304
1167	554.807373	32	304
1168	554.807373	64	304
1169	554.807373	32	304
1170	554.807373	64	304
1171	554.807373	32	304
1172	554.807373	32	304
1173	554.807373	64	304
1174	554.807373	64	304
1175	554.807373	32	304
1176	554.807373	32	304
1177	554.807373	64	304
1178	554.807373	64	304
1179	554.807373	64	304
1180	554.807373	64	304
1181	554.807373	64	304
1182	554.807373	64	304
1183	554.807373	64	304
1184	554.807373	64	304
1185	554.807373	64	304
1186	554.807373	64	304
1187	554.807373	64	304
1188	554.807373	32	304
1189	554.807373	64	304
1190	554.807373	64	304
1191	554.807373	64	304
1192	554.807373	64	304
1193	554.807373	64	304
1194	554.807373	64	304
1195	554.807373	64	304
1196	554.807373	64	304
1197	554.807373	64	304
1198	554.807373	64	304
1199	554.807373	64	304
1200	554.807373	64	304
1201	554.807373	64	304
1202	554.807373	64	304
1203	554.807373	64	304
1204	554.807373	64	304
1205	554.807373	64	304
1206	554.807373	64	304
1207	554.807373	64	304
1208	554.807373	128	304
1209	554.807373	64	304
1210	554.807373	64	304
1211	554.807373	64	304
1212	554.807373	1	304
1213	554.807373	128	304
1214	554.807373	64	304
1215	554.807373	128	304
1216	554.807373	64	304
1217	554.807373	2	304
1218	554.807373	2	304
1219	554.807373	2	304
1220	554.807373	2	304
1221	554.807373	4	304
