,stationid,row,col,arcid,origin
685,RU_0000389,5267,36942,15121,mmprocessedstation
686,RU_0000390,5274,34471,15101,mmprocessedstation
687,6731175,5301,7462,15410,mmprocessedstation
688,FI_0000068,5302,11531,15437,mmprocessedstation
689,RU_0000373,5305,41377,15685,mmprocessedstation
690,FI_0000047,5314,11738,15438,mmprocessedstation
691,2903429,5320,37129,15650,mmprocessedstation
692,6731455,5321,8222,15416,mmprocessedstation
693,6970705,5321,19640,15504,mmprocessedstation
694,FI_0000070,5352,11464,15436,mmprocessedstation
695,RU_0000209,5363,14068,15458,mmprocessedstation
696,NO_0000066,5372,7478,15410,mmprocessedstation
697,RU_0000221,5384,15184,15467,mmprocessedstation
698,FI_0000066,5403,11660,15952,mmprocessedstation
699,FI_0000025,5430,11395,15949,mmprocessedstation
700,6731165,5439,7407,15923,mmprocessedstation
701,6731450,5439,8462,15932,mmprocessedstation
702,FI_0000065,5441,11699,15952,mmprocessedstation
703,6233205,5445,9121,15938,mmprocessedstation
704,RU_0000212,5446,13794,15968,mmprocessedstation
705,FI_0000016,5449,11334,15949,mmprocessedstation
706,6731160,5459,7294,15922,mmprocessedstation
707,FI_0000075,5470,11220,15948,mmprocessedstation
708,NO_0000068,5486,7184,15921,mmprocessedstation
709,RU_0000478,5487,19007,16012,mmprocessedstation
710,RU_0000384,5501,36890,16161,mmprocessedstation
711,2912602,5503,22463,16041,mmprocessedstation
712,NO_0000069,5504,7567,15925,mmprocessedstation
713,RU_0000211,5507,13990,15970,mmprocessedstation
714,RU_0000325,5524,19737,16523,mmprocessedstation
715,NO_0000070,5527,7268,16428,mmprocessedstation
716,RU_0000144,5533,14228,16477,mmprocessedstation
717,RU_0000382,5560,35029,16650,mmprocessedstation
718,RU_0000216,5568,12839,16468,mmprocessedstation
719,RU_0000205,5579,14628,16480,mmprocessedstation
720,RU_0000215,5591,12943,16469,mmprocessedstation
721,NO_0000006,5604,8733,16440,mmprocessedstation
722,6731530,5607,8886,16442,mmprocessedstation
723,FI_0000137,5611,12630,16467,mmprocessedstation
724,6731200,5612,7505,16430,mmprocessedstation
725,RU_0000387,5616,38400,16679,mmprocessedstation
726,RU_0000472,5630,15488,16488,mmprocessedstation
727,RU_0000303,5634,15021,16484,mmprocessedstation
728,RU_0000434,5637,23764,16557,mmprocessedstation
729,RU_0000241,5643,15728,16988,mmprocessedstation
730,RU_0000204,5647,14363,16976,mmprocessedstation
731,2903428,5647,34976,17148,mmprocessedstation
732,RU_0000383,5655,35825,17155,mmprocessedstation
733,RU_0000243,5667,16592,16995,mmprocessedstation
734,6731140,5673,7617,16924,mmprocessedstation
735,NO_0000106,5673,8814,16934,mmprocessedstation
736,NO_0000074,5676,7321,16922,mmprocessedstation
737,6731402,5699,8802,16934,mmprocessedstation
738,6731150,5700,7305,16921,mmprocessedstation
739,FI_0000046,5705,11996,16959,mmprocessedstation
740,RU_0000445,5706,20500,17027,mmprocessedstation
741,RU_0000380,5727,34037,17140,mmprocessedstation
742,RU_0000213,5728,13203,16967,mmprocessedstation
743,NO_0000210,5762,8591,17406,mmprocessedstation
744,RU_0000203,5779,14183,17444,mmprocessedstation
745,RU_0000301,5785,14643,17448,mmprocessedstation
746,RU_0000433,5788,25656,17539,mmprocessedstation
747,NO_0000047,5803,7404,17396,mmprocessedstation
748,RU_0000191,5824,12911,17433,mmprocessedstation
749,2903427,5824,33161,17602,mmprocessedstation
750,6731130,5835,7443,17397,mmprocessedstation
751,RU_0000202,5836,13991,17442,mmprocessedstation
752,6731403,5847,8676,17407,mmprocessedstation
753,RU_0000388,5848,36516,17630,mmprocessedstation
754,6731350,5867,8609,17406,mmprocessedstation
755,RU_0000452,5896,15652,17901,mmprocessedstation
756,RU_0000431,5911,25879,17986,mmprocessedstation
757,RU_0000302,5935,15118,17896,mmprocessedstation
758,RU_0000341,5946,17494,17916,mmprocessedstation
759,RU_0000432,5947,24772,17977,mmprocessedstation
760,RU_0000446,5957,20524,17942,mmprocessedstation
761,RU_0000188,5968,13592,17884,mmprocessedstation
762,RU_0000242,5971,15520,17900,mmprocessedstation
763,RU_0000414,5971,28435,18007,mmprocessedstation
764,RU_0000333,5992,18775,17927,mmprocessedstation
765,RU_0000334,5998,19117,17930,mmprocessedstation
766,NO_0000035,6001,7994,18291,mmprocessedstation
767,RU_0000385,6005,36305,18519,mmprocessedstation
768,NO_0000039,6009,7662,18288,mmprocessedstation
769,NO_0000040,6015,7629,18288,mmprocessedstation
770,RU_0000299,6019,14647,18339,mmprocessedstation
771,RU_0000300,6022,14251,18335,mmprocessedstation
772,6229100,6028,8769,18297,mmprocessedstation
773,6972400,6035,13175,18326,mmprocessedstation
774,6731280,6037,7943,18291,mmprocessedstation
775,RU_0000340,6048,18575,18371,mmprocessedstation
776,SE_0000020,6049,9433,18302,mmprocessedstation
777,NO_0000089,6059,8044,18292,mmprocessedstation
778,RU_0000210,6076,13867,18332,mmprocessedstation
779,6229120,6087,8722,18296,mmprocessedstation
780,6972250,6088,12811,18323,mmprocessedstation
781,6229130,6089,8809,18297,mmprocessedstation
782,NO_0000082,6095,7528,18287,mmprocessedstation
783,NO_0000042,6122,7626,18713,mmprocessedstation
784,6604960,6125,5063,18709,mmprocessedstation
785,RU_0000306,6125,16420,18774,mmprocessedstation
786,6972050,6128,11945,18737,mmprocessedstation
787,RU_0000201,6137,14296,18757,mmprocessedstation
788,6731250,6143,7733,18714,mmprocessedstation
789,6229530,6153,9348,18723,mmprocessedstation
790,RU_0000305,6156,15789,18769,mmprocessedstation
791,2910601,6168,25892,18853,mmprocessedstation
792,2909700,6176,32022,18904,mmprocessedstation
793,6229140,6181,8864,18719,mmprocessedstation
794,RU_0000193,6234,13915,18753,mmprocessedstation
795,RU_0000304,6243,15140,19171,mmprocessedstation
796,6604950,6248,4871,19116,mmprocessedstation
797,RU_0000196,6263,13402,19156,mmprocessedstation
798,2903050,6279,33398,19323,mmprocessedstation
799,2903087,6279,37452,19357,mmprocessedstation
800,2908305,6282,28636,19283,mmprocessedstation
801,2910310,6289,26436,19265,mmprocessedstation
802,2903426,6292,31995,19311,mmprocessedstation
803,6604100,6297,4656,19114,mmprocessedstation
804,RU_0000308,6308,16139,19179,mmprocessedstation
805,RU_0000298,6323,14735,19167,mmprocessedstation
806,RU_0000378,6328,31944,19311,mmprocessedstation
807,6604860,6334,5124,19118,mmprocessedstation
808,6604880,6347,4910,19116,mmprocessedstation
809,6604650,6347,5246,19119,mmprocessedstation
810,RU_0000336,6348,18735,19201,mmprocessedstation
811,6604850,6350,5401,19121,mmprocessedstation
812,6604890,6352,4832,19116,mmprocessedstation
813,6604840,6353,5559,19122,mmprocessedstation
814,6934300,6372,8431,19542,mmprocessedstation
815,6604150,6375,4697,19531,mmprocessedstation
816,RU_0000326,6403,19975,19632,mmprocessedstation
817,6604655,6407,5112,19534,mmprocessedstation
818,6233100,6422,8955,19546,mmprocessedstation
819,6604830,6427,5475,19537,mmprocessedstation
820,RU_0000342,6430,18241,19618,mmprocessedstation
821,6233360,6444,9945,19554,mmprocessedstation
822,6972300,6455,13015,19574,mmprocessedstation
823,6604820,6461,5440,19537,mmprocessedstation
824,6604815,6464,5261,19535,mmprocessedstation
825,6604800,6467,5376,19536,mmprocessedstation
826,6233350,6476,9878,19554,mmprocessedstation
827,DK_0000001,6478,8406,19542,mmprocessedstation
828,6973010,6486,11275,19977,mmprocessedstation
829,6934460,6502,8405,19963,mmprocessedstation
830,6934050,6505,8036,19959,mmprocessedstation
831,GB_0000188,6522,4778,19952,mmprocessedstation
832,RU_0000075,6523,22951,20075,mmprocessedstation
833,RU_0000195,6532,13423,19995,mmprocessedstation
834,6604620,6535,5401,19958,mmprocessedstation
835,6604160,6536,4602,19951,mmprocessedstation
836,6233150,6547,9149,19967,mmprocessedstation
837,6604601,6552,5106,19955,mmprocessedstation
838,6604600,6562,5118,19955,mmprocessedstation
839,6604605,6572,5045,19955,mmprocessedstation
840,RU_0000309,6590,16584,20022,mmprocessedstation
841,6604610,6596,5187,19956,mmprocessedstation
842,6233170,6601,9241,20383,mmprocessedstation
843,2910300,6601,26383,20517,mmprocessedstation
844,6604180,6614,4834,20369,mmprocessedstation
845,SE_0000024,6626,9359,20383,mmprocessedstation
846,DK_0000007,6627,8160,20376,mmprocessedstation
847,RU_0000438,6628,24059,20498,mmprocessedstation
848,6604635,6632,5040,20371,mmprocessedstation
849,6604630,6636,5148,20371,mmprocessedstation
850,GB_0000186,6638,4867,20369,mmprocessedstation
851,6604625,6640,5292,20373,mmprocessedstation
852,2902850,6654,44800,20637,mmprocessedstation
853,6934250,6662,8321,20377,mmprocessedstation
854,6604645,6665,5052,20371,mmprocessedstation
855,RU_0000444,6666,20909,20472,mmprocessedstation
856,RU_0000413,6667,28968,20539,mmprocessedstation
857,6604640,6675,5026,20370,mmprocessedstation
858,RU_0000343,6677,18220,20449,mmprocessedstation
859,6934400,6687,8408,20378,mmprocessedstation
860,6233250,6694,9391,20384,mmprocessedstation
861,DK_0000003,6702,8452,20378,mmprocessedstation
862,6604210,6720,4805,20787,mmprocessedstation
863,6233180,6721,9071,20803,mmprocessedstation
864,6934100,6731,8092,20795,mmprocessedstation
865,RU_0000386,6731,35979,21014,mmprocessedstation
866,6604665,6736,5035,20788,mmprocessedstation
867,6604680,6736,5333,20791,mmprocessedstation
868,6974100,6737,11154,20807,mmprocessedstation
869,6934200,6743,8307,20797,mmprocessedstation
870,DK_0000019,6756,8908,20802,mmprocessedstation
871,6973700,6757,13904,20830,mmprocessedstation
872,RU_0000397,6757,32435,20985,mmprocessedstation
873,6604200,6760,5010,20788,mmprocessedstation
874,RU_0000312,6763,14903,20839,mmprocessedstation
875,6604201,6768,5023,20788,mmprocessedstation
876,6604760,6770,5474,20792,mmprocessedstation
877,RU_0000194,6775,13331,20826,mmprocessedstation
878,RU_0000291,6783,14123,20832,mmprocessedstation
879,6604750,6786,5481,20792,mmprocessedstation
880,6233165,6790,9364,20806,mmprocessedstation
881,6233190,6791,9154,20804,mmprocessedstation
882,6233160,6805,9315,20805,mmprocessedstation
883,6233140,6806,9250,20805,mmprocessedstation
884,6604230,6816,4889,20787,mmprocessedstation
885,6604690,6817,5329,20791,mmprocessedstation
886,DK_0000012,6818,8316,20797,mmprocessedstation
887,6604700,6820,5363,20791,mmprocessedstation
888,6974020,6823,11179,20808,mmprocessedstation
889,6604900,6829,5407,20792,mmprocessedstation
890,6233367,6834,9184,20804,mmprocessedstation
891,6604205,6836,5112,20789,mmprocessedstation
892,SE_0000030,6837,9341,20805,mmprocessedstation
893,6604910,6843,5388,21215,mmprocessedstation
894,RU_0000437,6850,24795,21348,mmprocessedstation
895,6604920,6855,5338,21215,mmprocessedstation
896,DK_0000013,6866,8506,21223,mmprocessedstation
897,DK_0000023,6876,8725,21225,mmprocessedstation
898,DK_0000020,6877,8944,21227,mmprocessedstation
899,6605330,6879,5607,21217,mmprocessedstation
900,6934350,6882,8130,21220,mmprocessedstation
901,6934571,6889,8804,21226,mmprocessedstation
902,6604240,6897,4846,21211,mmprocessedstation
903,DK_0000022,6898,8764,21226,mmprocessedstation
904,GB_0000031,6901,5384,21215,mmprocessedstation
905,6974360,6901,11940,21241,mmprocessedstation
906,RU_0000352,6908,18316,21294,mmprocessedstation
907,6974300,6918,11718,21239,mmprocessedstation
908,6603340,6919,4434,21207,mmprocessedstation
909,GB_0000175,6919,5171,21214,mmprocessedstation
910,6605320,6932,5611,21217,mmprocessedstation
911,6605350,6941,5300,21215,mmprocessedstation
912,6974350,6942,11829,21240,mmprocessedstation
913,6975150,6947,14783,21265,mmprocessedstation
914,6604500,6954,5215,21214,mmprocessedstation
915,6603300,6964,4428,21641,mmprocessedstation
916,RU_0000353,6970,18064,21733,mmprocessedstation
917,6605300,6971,5534,21651,mmprocessedstation
918,6605310,6973,5397,21649,mmprocessedstation
919,IE_0000025,6976,4125,21639,mmprocessedstation
920,6604270,6976,5078,21647,mmprocessedstation
921,6604250,6983,4838,21645,mmprocessedstation
922,6605360,6983,5290,21649,mmprocessedstation
923,6603110,6986,4220,21640,mmprocessedstation
924,RU_0000311,7000,14706,21705,mmprocessedstation
925,RU_0000183,7001,11307,21677,mmprocessedstation
926,6603120,7004,4210,21640,mmprocessedstation
927,6974201,7013,11486,21678,mmprocessedstation
928,6605700,7022,5616,21651,mmprocessedstation
929,GB_0000170,7023,5183,21648,mmprocessedstation
930,6605730,7024,5617,21651,mmprocessedstation
931,6603350,7027,4505,21642,mmprocessedstation
932,6605710,7035,5563,21651,mmprocessedstation
933,6974011,7036,12076,21683,mmprocessedstation
934,6605380,7040,5162,21648,mmprocessedstation
935,6974010,7040,12157,21684,mmprocessedstation
936,RU_0000181,7044,11272,21676,mmprocessedstation
937,6605385,7046,5196,21648,mmprocessedstation
938,6603100,7055,4251,21640,mmprocessedstation
939,6605580,7055,5626,21651,mmprocessedstation
940,RU_0000406,7060,30148,21834,mmprocessedstation
941,GB_0000214,7066,4620,21643,mmprocessedstation
942,6603500,7067,4572,21643,mmprocessedstation
943,6338800,7076,8236,21656,mmprocessedstation
944,GB_0000036,7078,5532,21651,mmprocessedstation
945,6605510,7079,5684,21652,mmprocessedstation
946,RU_0000182,7090,10780,22121,mmprocessedstation
947,6603320,7101,4382,22085,mmprocessedstation
948,PL_0000008,7109,10224,22117,mmprocessedstation
949,6603130,7125,4155,22083,mmprocessedstation
950,GB_0000048,7130,5458,22094,mmprocessedstation
951,6605480,7131,5339,22093,mmprocessedstation
952,6605390,7135,5286,22093,mmprocessedstation
953,RU_0000317,7135,15619,22162,mmprocessedstation
954,GB_0000047,7137,5779,22097,mmprocessedstation
955,6975700,7141,17588,22178,mmprocessedstation
956,RU_0000354,7154,18113,22182,mmprocessedstation
957,6605565,7162,5677,22096,mmprocessedstation
958,6979700,7164,13695,22146,mmprocessedstation
959,6503151,7176,3802,22080,mmprocessedstation
960,6503201,7176,4211,22084,mmprocessedstation
961,6605560,7176,5649,22096,mmprocessedstation
962,6605410,7177,5937,22098,mmprocessedstation
963,6605450,7180,5347,22093,mmprocessedstation
964,PL_0000030,7184,9663,22112,mmprocessedstation
965,IE_0000023,7185,4112,22083,mmprocessedstation
966,RU_0000320,7192,16612,22170,mmprocessedstation
967,6605420,7195,5787,22097,mmprocessedstation
968,GB_0000164,7201,5329,22539,mmprocessedstation
969,6605570,7201,5726,22542,mmprocessedstation
970,GB_0000038,7205,5920,22544,mmprocessedstation
971,6605575,7206,5676,22542,mmprocessedstation
972,6502171,7207,3991,22533,mmprocessedstation
973,RU_0000377,7208,31408,22743,mmprocessedstation
974,6605540,7214,5552,22541,mmprocessedstation
975,6605550,7219,5673,22542,mmprocessedstation
976,6605440,7222,5524,22541,mmprocessedstation
977,6503370,7223,4440,22537,mmprocessedstation
978,GB_0000199,7234,5341,22539,mmprocessedstation
979,2910606,7243,25522,22694,mmprocessedstation
980,RU_0000411,7248,28287,22717,mmprocessedstation
981,6341500,7249,9193,22558,mmprocessedstation
982,6605100,7254,5370,22539,mmprocessedstation
983,BY_0000021,7264,13155,22591,mmprocessedstation
984,6503851,7269,4427,22536,mmprocessedstation
985,2910500,7273,27143,22708,mmprocessedstation
986,6503855,7282,4394,22536,mmprocessedstation
987,RU_0000398,7296,32304,22751,mmprocessedstation
988,DE_0000732,7301,8416,22552,mmprocessedstation
989,6502160,7304,4137,22534,mmprocessedstation
990,6457990,7304,9555,22561,mmprocessedstation
991,BY_0000023,7325,12872,23048,mmprocessedstation
992,6502151,7334,4019,22984,mmprocessedstation
993,6605210,7334,5437,22994,mmprocessedstation
994,BY_0000020,7338,12652,23046,mmprocessedstation
995,2906201,7340,34793,23230,mmprocessedstation
996,6605610,7344,5769,22997,mmprocessedstation
997,6458863,7345,11229,23034,mmprocessedstation
998,GB_0000058,7350,6002,22999,mmprocessedstation
999,6605720,7352,5676,22996,mmprocessedstation
1000,6502150,7354,4022,22984,mmprocessedstation
1001,6605220,7360,5465,22994,mmprocessedstation
1002,6606580,7368,5968,22998,mmprocessedstation
1003,RU_0000357,7369,18835,23097,mmprocessedstation
1004,DE_0000053,7373,8348,23010,mmprocessedstation
1005,6503100,7375,3827,22982,mmprocessedstation
1006,6502141,7375,4121,22985,mmprocessedstation
1007,6608530,7383,5143,22991,mmprocessedstation
1008,BY_0000025,7391,12821,23047,mmprocessedstation
1009,6606570,7394,6024,22999,mmprocessedstation
1010,2902700,7397,44013,23282,mmprocessedstation
1011,6605230,7399,5401,22994,mmprocessedstation
1012,6503354,7401,4273,22986,mmprocessedstation
1013,6340050,7403,8511,23011,mmprocessedstation
1014,6503353,7406,4303,22986,mmprocessedstation
1015,NL_0000015,7407,7568,23004,mmprocessedstation
1016,6503810,7413,4094,22985,mmprocessedstation
1017,6605235,7417,5403,22994,mmprocessedstation
1018,6608110,7419,5282,22993,mmprocessedstation
1019,GB_0000055,7426,5572,22995,mmprocessedstation
1020,RU_0000356,7433,18450,23094,mmprocessedstation
1021,GB_0000152,7437,5015,22990,mmprocessedstation
1022,6340150,7442,8820,23472,mmprocessedstation
1023,RU_0000435,7442,25195,23608,mmprocessedstation
1024,6975100,7445,14660,23521,mmprocessedstation
1025,6503352,7446,4326,23443,mmprocessedstation
1026,6608100,7447,5286,23449,mmprocessedstation
1027,6337200,7448,8189,23467,mmprocessedstation
1028,RU_0000362,7448,20102,23566,mmprocessedstation
1029,6605600,7451,5742,23452,mmprocessedstation
1030,6458805,7451,11508,23494,mmprocessedstation
1031,6608150,7455,4948,23446,mmprocessedstation
1032,6605620,7456,5647,23452,mmprocessedstation
1033,RU_0000399,7458,32012,23665,mmprocessedstation
1034,DE_0000055,7463,8511,23469,mmprocessedstation
1035,6457985,7464,9832,23480,mmprocessedstation
1036,BY_0000022,7464,13168,23508,mmprocessedstation
1037,DE_0000250,7466,8259,23467,mmprocessedstation
1038,RU_0000253,7470,15722,23530,mmprocessedstation
1039,DE_0000436,7471,7907,23464,mmprocessedstation
1040,6608101,7472,5118,23447,mmprocessedstation
1041,6605630,7475,5604,23451,mmprocessedstation
1042,6337515,7475,8210,23467,mmprocessedstation
1043,6457200,7475,9796,23480,mmprocessedstation
1044,6457370,7482,10041,23482,mmprocessedstation
1045,6606880,7483,6300,23457,mmprocessedstation
1046,6457360,7484,10127,23483,mmprocessedstation
1047,GB_0000195,7488,6118,23455,mmprocessedstation
1048,6338100,7502,7735,23463,mmprocessedstation
1049,6609540,7505,5374,23449,mmprocessedstation
1050,2919600,7508,19596,23562,mmprocessedstation
1051,6605640,7511,5738,23452,mmprocessedstation
1052,6503351,7512,4324,23443,mmprocessedstation
1053,6337510,7515,8303,23468,mmprocessedstation
1054,6609570,7517,5330,23449,mmprocessedstation
1055,6503301,7522,4259,23442,mmprocessedstation
1056,6605660,7529,5612,23451,mmprocessedstation
1057,6606550,7531,5861,23453,mmprocessedstation
1058,RU_0000410,7531,27613,23629,mmprocessedstation
1059,6608170,7536,5075,23447,mmprocessedstation
1060,6338110,7536,7739,23463,mmprocessedstation
1061,GB_0000069,7541,6128,23456,mmprocessedstation
1062,6502120,7543,3891,23439,mmprocessedstation
1063,6605650,7543,5711,23452,mmprocessedstation
1064,BY_0000032,7545,12875,23506,mmprocessedstation
1065,6609520,7546,5429,23450,mmprocessedstation
1066,6503291,7548,4427,23443,mmprocessedstation
1067,BY_0000028,7550,12001,23499,mmprocessedstation
1068,6502130,7555,3853,23439,mmprocessedstation
1069,6502121,7555,3907,23439,mmprocessedstation
1070,6340611,7556,9218,23475,mmprocessedstation
1071,6503290,7557,4425,23443,mmprocessedstation
1072,6503300,7559,4299,23442,mmprocessedstation
1073,6458924,7560,11209,23954,mmprocessedstation
1074,6340510,7565,9081,23936,mmprocessedstation
1075,GB_0000135,7567,5114,23907,mmprocessedstation
1076,RU_0000040,7567,39693,24191,mmprocessedstation
1077,6502131,7568,3835,23897,mmprocessedstation
1078,6605670,7569,5545,23911,mmprocessedstation
1079,6503282,7571,4083,23900,mmprocessedstation
1080,6503250,7573,3722,23897,mmprocessedstation
1081,GB_0000138,7574,5106,23907,mmprocessedstation
1082,RU_0000321,7580,15943,23993,mmprocessedstation
1083,6606510,7581,5867,23913,mmprocessedstation
1084,6337509,7586,8322,23930,mmprocessedstation
1085,GB_0000136,7587,5438,23910,mmprocessedstation
1086,6609500,7588,5443,23910,mmprocessedstation
1087,6608190,7589,5023,23906,mmprocessedstation
1088,6503281,7590,4097,23900,mmprocessedstation
1089,DE_0000416,7593,8054,23928,mmprocessedstation
1090,6503280,7595,4151,23900,mmprocessedstation
1091,6609560,7597,5636,23911,mmprocessedstation
1092,6606300,7599,5836,23913,mmprocessedstation
1093,BY_0000024,7600,12599,23965,mmprocessedstation
1094,PL_0000006,7601,10064,23944,mmprocessedstation
1095,BY_0000029,7601,12443,23964,mmprocessedstation
1096,6609100,7604,5378,23909,mmprocessedstation
1097,6608500,7608,5158,23907,mmprocessedstation
1098,6338130,7610,7784,23925,mmprocessedstation
1099,6608520,7613,5296,23909,mmprocessedstation
1100,6606710,7618,5926,23914,mmprocessedstation
1101,6337518,7619,8141,23928,mmprocessedstation
1102,6457260,7623,10257,23946,mmprocessedstation
1103,6457830,7626,10383,23947,mmprocessedstation
1104,DE_0000008,7627,8960,23935,mmprocessedstation
1105,BY_0000031,7627,12540,23965,mmprocessedstation
1106,RU_0000359,7627,17680,24008,mmprocessedstation
1107,6337100,7636,8127,23928,mmprocessedstation
1108,2910450,7636,26411,24081,mmprocessedstation
1109,6606401,7642,5923,23914,mmprocessedstation
1110,6503501,7644,3955,23898,mmprocessedstation
1111,6503500,7644,4064,23899,mmprocessedstation
1112,6606720,7645,5924,23914,mmprocessedstation
1113,6457870,7645,10239,23946,mmprocessedstation
1114,6606700,7648,6034,23915,mmprocessedstation
1115,6340180,7648,8795,23934,mmprocessedstation
1116,6606400,7649,5889,23914,mmprocessedstation
1117,PL_0000045,7649,9969,23944,mmprocessedstation
1118,RU_0000355,7653,18877,24018,mmprocessedstation
1119,PL_0000043,7654,9989,23944,mmprocessedstation
1120,6338120,7656,7824,23926,mmprocessedstation
1121,6609400,7657,5534,23911,mmprocessedstation
1122,2909250,7658,28238,24096,mmprocessedstation
1123,6608510,7660,5385,23909,mmprocessedstation
1124,RU_0000255,7660,15779,23992,mmprocessedstation
1125,BY_0000027,7662,12132,23962,mmprocessedstation
1126,6608200,7668,4905,23905,mmprocessedstation
1127,2907400,7674,31799,24125,mmprocessedstation
1128,2911206,7676,21906,24043,mmprocessedstation
1129,6340140,7681,8852,24393,mmprocessedstation
1130,6337514,7685,8283,24389,mmprocessedstation
1131,6357501,7687,9529,24399,mmprocessedstation
1132,6608310,7688,5171,24367,mmprocessedstation
1133,NL_0000023,7693,7629,24383,mmprocessedstation
1134,DE_0000384,7693,8307,24389,mmprocessedstation
1135,RU_0000371,7697,18456,24473,mmprocessedstation
1136,6457956,7700,10304,24405,mmprocessedstation
1137,6609110,7702,5442,24369,mmprocessedstation
1138,6606950,7703,6204,24375,mmprocessedstation
1139,6608220,7708,4999,24365,mmprocessedstation
1140,6340300,7709,8825,24393,mmprocessedstation
1141,DE_0000377,7711,8402,24390,mmprocessedstation
1142,6608210,7712,4991,24365,mmprocessedstation
1143,6337500,7712,8386,24389,mmprocessedstation
1144,6607340,7713,5686,24371,mmprocessedstation
1145,RU_0000259,7713,16802,24460,mmprocessedstation
1146,6340130,7714,9034,24395,mmprocessedstation
1147,BY_0000033,7714,12827,24426,mmprocessedstation
1148,DE_0000248,7715,8531,24391,mmprocessedstation
1149,RU_0000258,7720,15955,24452,mmprocessedstation
1150,IE_0000001,7721,3976,24361,mmprocessedstation
1151,6421501,7723,7329,24381,mmprocessedstation
1152,6608501,7729,5355,24368,mmprocessedstation
1153,6457250,7729,10497,24407,mmprocessedstation
1154,6607600,7734,5673,24371,mmprocessedstation
1155,6606800,7739,6142,24375,mmprocessedstation
1156,DE_0000424,7739,7900,24385,mmprocessedstation
1157,6608300,7741,5292,24368,mmprocessedstation
1158,6606790,7742,6114,24374,mmprocessedstation
1159,DE_0000441,7742,7624,24383,mmprocessedstation
1160,2909160,7748,28655,24558,mmprocessedstation
1161,6607320,7750,5919,24373,mmprocessedstation
1162,6607835,7759,5990,24373,mmprocessedstation
1163,6608600,7763,5200,24367,mmprocessedstation
1164,6337516,7764,8265,24388,mmprocessedstation
1165,6607702,7765,5699,24371,mmprocessedstation
1166,RU_0000252,7765,15347,24447,mmprocessedstation
1167,6607701,7766,5716,24371,mmprocessedstation
1168,RU_0000365,7767,19580,24483,mmprocessedstation
1169,6337519,7769,8284,24389,mmprocessedstation
1170,6457707,7771,9676,24400,mmprocessedstation
1171,DE_0000080,7773,9253,24397,mmprocessedstation
1172,6457840,7773,10497,24407,mmprocessedstation
1173,NL_0000009,7775,7281,24380,mmprocessedstation
1174,DE_0000060,7775,8588,24391,mmprocessedstation
1175,GB_0000091,7778,5941,24373,mmprocessedstation
1176,NL_0000008,7778,7268,24380,mmprocessedstation
1177,6340600,7778,9018,24395,mmprocessedstation
1178,RU_0000369,7779,18994,24478,mmprocessedstation
1179,6607840,7780,6009,24374,mmprocessedstation
1180,DE_0000061,7781,8628,24391,mmprocessedstation
1181,6340800,7781,9448,24398,mmprocessedstation
1182,6607310,7782,5831,24372,mmprocessedstation
1183,DE_0000381,7784,8474,24390,mmprocessedstation
1184,6340190,7785,9122,24396,mmprocessedstation
1185,6608240,7792,5250,24367,mmprocessedstation
1186,6340700,7794,9215,24396,mmprocessedstation
1187,6340301,7795,8867,24393,mmprocessedstation
1188,6608230,7800,5147,24811,mmprocessedstation
1189,6457240,7807,10555,24855,mmprocessedstation
1190,2907100,7807,31053,25026,mmprocessedstation
1191,6607345,7815,5744,24816,mmprocessedstation
1192,GB_0000082,7816,5938,24818,mmprocessedstation
1193,6337400,7816,8313,24837,mmprocessedstation
1194,6607765,7817,5409,24814,mmprocessedstation
1195,6607347,7821,5682,24816,mmprocessedstation
1196,6337513,7822,8330,24837,mmprocessedstation
1197,6457230,7826,10496,24855,mmprocessedstation
1198,6607330,7829,5771,24817,mmprocessedstation
1199,6421102,7829,7480,24830,mmprocessedstation
1200,DE_0000811,7830,8342,24837,mmprocessedstation
1201,6457955,7845,10358,24854,mmprocessedstation
1202,GB_0000108,7847,5565,24815,mmprocessedstation
1203,DE_0000463,7848,7634,24831,mmprocessedstation
1204,6337511,7855,8394,24837,mmprocessedstation
1205,6607950,7857,6247,24821,mmprocessedstation
1206,DE_0000077,7857,9343,24845,mmprocessedstation
1207,6607851,7859,6106,24819,mmprocessedstation
1208,UA_0000022,7862,11818,24866,mmprocessedstation
1209,6337507,7865,8272,24836,mmprocessedstation
1210,6340200,7865,8804,24841,mmprocessedstation
1211,6607300,7867,5863,24817,mmprocessedstation
1212,6607825,7871,5953,24818,mmprocessedstation
1213,6607850,7871,6124,24820,mmprocessedstation
1214,6337506,7873,8279,24836,mmprocessedstation
1215,6607710,7878,5570,24815,mmprocessedstation
1216,6337505,7880,8180,24836,mmprocessedstation
1217,6357502,7880,9599,24847,mmprocessedstation
1218,DE_0000455,7881,8010,24834,mmprocessedstation
1219,6337504,7882,8136,24835,mmprocessedstation
1220,DE_0000462,7883,7665,24831,mmprocessedstation
1221,GB_0000124,7886,5252,24812,mmprocessedstation
1222,6337512,7890,8447,24838,mmprocessedstation
1223,GB_0000097,7893,6041,24819,mmprocessedstation
1224,6457850,7893,10526,24855,mmprocessedstation
1225,6458753,7898,10770,24857,mmprocessedstation
1226,6607705,7901,5551,24815,mmprocessedstation
1227,6340120,7905,9296,24845,mmprocessedstation
1228,DE_0000396,7910,8013,24834,mmprocessedstation
1229,GB_0000100,7911,5783,24817,mmprocessedstation
1230,6337508,7919,8332,24837,mmprocessedstation
