,stationid,row,col,arcid,origin
1231,UA_0000023,7919,11836,24866,mmprocessedstation
1232,6607150,7921,5043,25252,mmprocessedstation
1233,6607550,7921,5678,25257,mmprocessedstation
1234,6458713,7923,11562,25305,mmprocessedstation
1235,PL_0000001,7924,9691,25289,mmprocessedstation
1236,6607520,7926,5639,25256,mmprocessedstation
1237,DE_0000459,7929,7919,25274,mmprocessedstation
1238,6607560,7931,6018,25260,mmprocessedstation
1239,6607140,7932,5006,25251,mmprocessedstation
1240,6335060,7934,7672,25272,mmprocessedstation
1241,DE_0000083,7934,9304,25286,mmprocessedstation
1242,GB_0000103,7938,5721,25257,mmprocessedstation
1243,DE_0000625,7939,8516,25279,mmprocessedstation
1244,BE_0000050,7941,6658,25264,mmprocessedstation
1245,6607570,7946,6087,25260,mmprocessedstation
1246,BE_0000042,7947,6988,25267,mmprocessedstation
1247,BE_0000041,7950,6974,25267,mmprocessedstation
1248,6607530,7953,5719,25257,mmprocessedstation
1249,DE_0000626,7955,8548,25280,mmprocessedstation
1250,2919200,7955,18273,25361,mmprocessedstation
1251,UA_0000027,7956,14181,25327,mmprocessedstation
1252,6607210,7957,5186,25253,mmprocessedstation
1253,BE_0000045,7961,6866,25266,mmprocessedstation
1254,6421101,7961,7368,25270,mmprocessedstation
1255,6607200,7967,5156,25252,mmprocessedstation
1256,DE_0000047,7969,8546,25280,mmprocessedstation
1257,DE_0000624,7970,8498,25279,mmprocessedstation
1258,6607500,7976,5559,25256,mmprocessedstation
1259,DE_0000471,7987,8075,25276,mmprocessedstation
1260,6607225,7994,5209,25253,mmprocessedstation
1261,6607250,7994,5489,25255,mmprocessedstation
1262,DE_0000103,7995,8587,25280,mmprocessedstation
1263,FR_0000831,7996,6424,25262,mmprocessedstation
1264,6457860,8000,10611,25297,mmprocessedstation
1265,BE_0000043,8001,6918,25266,mmprocessedstation
1266,6140401,8002,9370,25287,mmprocessedstation
1267,6607010,8003,5700,25257,mmprocessedstation
1268,6607131,8004,4975,25251,mmprocessedstation
1269,6140500,8006,9667,25289,mmprocessedstation
1270,CZ_0000006,8006,9724,25290,mmprocessedstation
1271,BE_0000038,8008,7094,25268,mmprocessedstation
1272,DE_0000623,8008,8437,25279,mmprocessedstation
1273,RU_0000254,8009,15288,25336,mmprocessedstation
1274,DE_0000072,8011,9206,25285,mmprocessedstation
1275,DE_0000406,8013,8566,25280,mmprocessedstation
1276,DE_0000472,8017,8085,25276,mmprocessedstation
1277,GB_0000114,8020,5064,25252,mmprocessedstation
1278,DE_0000070,8020,9119,25284,mmprocessedstation
1279,RU_0000039,8024,38911,25533,mmprocessedstation
1280,6335350,8028,8004,25275,mmprocessedstation
1281,DE_0000106,8028,8654,25281,mmprocessedstation
1282,6607130,8032,4986,25251,mmprocessedstation
1283,CZ_0000001,8032,9885,25291,mmprocessedstation
1284,FR_0000833,8034,6521,25263,mmprocessedstation
1285,DE_0000404,8036,8589,25280,mmprocessedstation
1286,FR_0000832,8037,6658,25264,mmprocessedstation
1287,BE_0000021,8038,7116,25268,mmprocessedstation
1288,DE_0000475,8040,8022,25710,mmprocessedstation
1289,6607100,8044,5096,25695,mmprocessedstation
1290,6607115,8045,4849,25693,mmprocessedstation
1291,RU_0000370,8045,17428,25789,mmprocessedstation
1292,DE_0000473,8049,8063,25711,mmprocessedstation
1293,DE_0000108,8055,8800,25717,mmprocessedstation
1294,6607120,8056,4877,25693,mmprocessedstation
1295,DE_0000477,8056,7895,25709,mmprocessedstation
1296,DE_0000524,8061,8193,25712,mmprocessedstation
1297,DE_0000620,8062,8689,25716,mmprocessedstation
1298,RU_0000256,8063,15510,25773,mmprocessedstation
1299,BE_0000017,8065,7329,25705,mmprocessedstation
1300,DE_0000542,8074,8763,25717,mmprocessedstation
1301,UA_0000011,8077,14686,25766,mmprocessedstation
1302,FR_0000852,8080,6847,25701,mmprocessedstation
1303,RU_0000400,8084,32067,25911,mmprocessedstation
1304,DE_0000530,8085,8349,25713,mmprocessedstation
1305,DE_0000546,8086,8655,25716,mmprocessedstation
1306,DE_0000543,8090,8728,25716,mmprocessedstation
1307,6607110,8095,4819,25693,mmprocessedstation
1308,DE_0000036,8100,8883,25718,mmprocessedstation
1309,6140480,8100,9545,25723,mmprocessedstation
1310,PL_0000003,8100,10005,25727,mmprocessedstation
1311,DE_0000521,8109,8225,25712,mmprocessedstation
1312,DE_0000529,8110,8393,25713,mmprocessedstation
1313,DE_0000538,8115,8766,25717,mmprocessedstation
1314,DE_0000349,8116,7547,25706,mmprocessedstation
1315,6336050,8124,7720,25708,mmprocessedstation
1316,DE_0000344,8126,7653,25707,mmprocessedstation
1317,6335100,8139,7863,25709,mmprocessedstation
1318,DE_0000537,8143,8772,25717,mmprocessedstation
1319,DE_0000536,8145,8807,25717,mmprocessedstation
1320,DE_0000527,8149,8442,25714,mmprocessedstation
1321,DE_0000535,8150,8802,25717,mmprocessedstation
1322,BE_0000009,8152,7180,25703,mmprocessedstation
1323,6335301,8152,8453,25714,mmprocessedstation
1324,6335302,8157,8304,25713,mmprocessedstation
1325,2911800,8159,25877,25859,mmprocessedstation
1326,DE_0000363,8163,7805,26136,mmprocessedstation
1327,DE_0000541,8167,8805,26144,mmprocessedstation
1328,BE_0000007,8169,7229,26131,mmprocessedstation
1329,6140250,8169,9381,26149,mmprocessedstation
1330,6335800,8172,8608,26142,mmprocessedstation
1331,6335303,8176,8581,26142,mmprocessedstation
1332,6122140,8178,6976,26129,mmprocessedstation
1333,6157100,8178,10399,26157,mmprocessedstation
1334,6335115,8181,7898,26136,mmprocessedstation
1335,6122145,8185,6963,26129,mmprocessedstation
1336,RU_0000260,8190,16358,26207,mmprocessedstation
1337,DE_0000551,8201,8731,26143,mmprocessedstation
1338,DE_0000552,8203,8686,26143,mmprocessedstation
1339,DE_0000562,8204,8070,26138,mmprocessedstation
1340,6335500,8208,8381,26140,mmprocessedstation
1341,DE_0000357,8212,7926,26137,mmprocessedstation
1342,2906300,8212,37180,26380,mmprocessedstation
1343,6142100,8218,10074,26154,mmprocessedstation
1344,6140450,8222,9623,26151,mmprocessedstation
1345,BE_0000013,8224,7327,26132,mmprocessedstation
1346,6335240,8227,8214,26139,mmprocessedstation
1347,DE_0000364,8240,7741,26135,mmprocessedstation
1348,6335180,8247,8011,26137,mmprocessedstation
1349,PL_0000011,8247,10532,26158,mmprocessedstation
1350,PL_0000015,8247,10758,26160,mmprocessedstation
1351,DE_0000146,8248,8834,26144,mmprocessedstation
1352,6458406,8248,10965,26162,mmprocessedstation
1353,6121240,8249,7236,26131,mmprocessedstation
1354,FR_0001089,8262,5560,26119,mmprocessedstation
1355,6122141,8265,6717,26126,mmprocessedstation
1356,FR_0000909,8266,6710,26126,mmprocessedstation
1357,FR_0000999,8272,6172,26122,mmprocessedstation
1358,6142300,8272,10259,26156,mmprocessedstation
1359,6336800,8286,7528,26570,mmprocessedstation
1360,DE_0000367,8286,7962,26574,mmprocessedstation
1361,6336900,8301,7594,26571,mmprocessedstation
1362,FR_0001166,8319,7474,26570,mmprocessedstation
1363,6335170,8321,8028,26574,mmprocessedstation
1364,6122110,8326,7147,26567,mmprocessedstation
1365,6140300,8326,9393,26586,mmprocessedstation
1366,6142551,8328,10508,26595,mmprocessedstation
1367,6158100,8330,10975,26599,mmprocessedstation
1368,DE_0000132,8332,9100,26583,mmprocessedstation
1369,6335290,8337,8227,26576,mmprocessedstation
1370,FR_0001165,8338,7422,26569,mmprocessedstation
1371,FR_0000974,8341,7058,26566,mmprocessedstation
1372,FR_0001053,8342,5985,26557,mmprocessedstation
1373,6335300,8344,8242,26576,mmprocessedstation
1374,PL_0000021,8349,11359,26602,mmprocessedstation
1375,DE_0000135,8360,9143,26584,mmprocessedstation
1376,FR_0001001,8363,6405,26561,mmprocessedstation
1377,SK_0000022,8365,10777,26597,mmprocessedstation
1378,FR_0000976,8366,7193,26567,mmprocessedstation
1379,6122155,8367,6578,26562,mmprocessedstation
1380,FR_0001122,8367,7794,26572,mmprocessedstation
1381,6136100,8376,7484,26570,mmprocessedstation
1382,DE_0000502,8379,8206,26576,mmprocessedstation
1383,6142680,8379,10704,26597,mmprocessedstation
1384,DE_0000510,8380,8428,26578,mmprocessedstation
1385,6335601,8382,8199,26576,mmprocessedstation
1386,6142640,8384,10538,26595,mmprocessedstation
1387,DE_0000507,8387,8335,26577,mmprocessedstation
1388,DE_0000131,8387,8942,26582,mmprocessedstation
1389,RU_0000261,8387,16565,26646,mmprocessedstation
1390,6144400,8390,11161,26601,mmprocessedstation
1391,6342600,8394,8913,26582,mmprocessedstation
1392,DE_0000137,8396,9207,26584,mmprocessedstation
1393,FR_0001082,8399,5923,26557,mmprocessedstation
1394,6136520,8403,7682,27008,mmprocessedstation
1395,FR_0000955,8404,6641,26999,mmprocessedstation
1396,DE_0000492,8406,8228,27012,mmprocessedstation
1397,6342910,8412,8883,27018,mmprocessedstation
1398,FR_0001062,8414,6115,26994,mmprocessedstation
1399,6142120,8414,10154,27028,mmprocessedstation
1400,DE_0000768,8415,9219,27020,mmprocessedstation
1401,DE_0000503,8418,8403,27014,mmprocessedstation
1402,6135110,8422,7931,27010,mmprocessedstation
1403,DE_0000607,8425,8420,27014,mmprocessedstation
1404,6342520,8427,8686,27016,mmprocessedstation
1405,6342920,8428,9058,27019,mmprocessedstation
1406,FR_0001059,8433,6144,26995,mmprocessedstation
1407,FR_0000947,8433,6642,26999,mmprocessedstation
1408,SK_0000007,8434,10712,27033,mmprocessedstation
1409,FR_0001061,8435,6115,26994,mmprocessedstation
1410,DE_0000117,8435,9249,27021,mmprocessedstation
1411,FR_0001076,8438,5711,26991,mmprocessedstation
1412,FR_0001024,8438,6458,26997,mmprocessedstation
1413,DE_0000129,8438,9204,27020,mmprocessedstation
1414,SK_0000008,8438,10682,27033,mmprocessedstation
1415,UA_0000030,8438,11558,27040,mmprocessedstation
1416,UA_0000032,8438,11627,27040,mmprocessedstation
1417,FR_0000964,8440,6748,27000,mmprocessedstation
1418,SK_0000009,8440,10584,27032,mmprocessedstation
1419,SK_0000006,8441,10821,27034,mmprocessedstation
1420,FR_0001073,8442,5780,26992,mmprocessedstation
1421,6135120,8442,7857,27009,mmprocessedstation
1422,6342960,8442,9205,27020,mmprocessedstation
1423,DE_0000513,8445,8366,27013,mmprocessedstation
1424,6142110,8448,10046,27027,mmprocessedstation
1425,FR_0001043,8449,6458,26997,mmprocessedstation
1426,FR_0001077,8451,5632,26990,mmprocessedstation
1427,DE_0000326,8454,7973,27010,mmprocessedstation
1428,KZ_0000007,8454,23480,27139,mmprocessedstation
1429,DE_0000493,8455,8060,27011,mmprocessedstation
1430,SK_0000020,8459,10503,27031,mmprocessedstation
1431,6118165,8460,6139,26995,mmprocessedstation
1432,FR_0001155,8460,7487,27006,mmprocessedstation
1433,6122120,8461,7110,27003,mmprocessedstation
1434,6144350,8463,11120,27036,mmprocessedstation
1435,FR_0000945,8464,6626,26999,mmprocessedstation
1436,6142650,8465,10592,27032,mmprocessedstation
1437,DE_0000584,8467,8049,27011,mmprocessedstation
1438,6335602,8470,8260,27012,mmprocessedstation
1439,DE_0000258,8473,7954,27010,mmprocessedstation
1440,FR_0001152,8474,7612,27007,mmprocessedstation
1441,6122130,8479,6561,26998,mmprocessedstation
1442,FR_0000550,8483,5141,26986,mmprocessedstation
1443,FR_0001115,8483,7682,27008,mmprocessedstation
1444,FR_0001116,8486,7694,27008,mmprocessedstation
1445,FR_0000547,8489,5035,26985,mmprocessedstation
1446,6118150,8492,5021,26985,mmprocessedstation
1447,FR_0000555,8493,5095,26986,mmprocessedstation
1448,6144300,8493,11123,27036,mmprocessedstation
1449,6142150,8494,10065,27027,mmprocessedstation
1450,DE_0000669,8499,7950,27010,mmprocessedstation
1451,6342900,8500,9240,27021,mmprocessedstation
1452,FR_0000950,8502,6627,26999,mmprocessedstation
1453,FR_0000548,8503,5079,26986,mmprocessedstation
1454,6118175,8504,5089,26986,mmprocessedstation
1455,DE_0000615,8505,8270,27012,mmprocessedstation
1456,6343900,8505,9226,27020,mmprocessedstation
1457,FR_0000544,8508,4955,26985,mmprocessedstation
1458,6136150,8509,7472,27006,mmprocessedstation
1459,FR_0000543,8512,4953,26985,mmprocessedstation
1460,FR_0000694,8513,5594,26990,mmprocessedstation
1461,DE_0000178,8513,9055,27019,mmprocessedstation
1462,6142520,8513,10361,27030,mmprocessedstation
1463,FR_0000557,8514,4943,26985,mmprocessedstation
1464,DE_0000180,8518,8903,27018,mmprocessedstation
1465,FR_0001026,8526,6345,27426,mmprocessedstation
1466,FR_0000893,8526,7269,27434,mmprocessedstation
1467,FR_0000542,8530,4876,27414,mmprocessedstation
1468,FR_0001214,8532,7802,27439,mmprocessedstation
1469,6242420,8533,9736,27455,mmprocessedstation
1470,2906700,8534,38409,27694,mmprocessedstation
1471,FR_0000695,8535,5652,27421,mmprocessedstation
1472,6342510,8541,8613,27445,mmprocessedstation
1473,6142660,8541,10475,27461,mmprocessedstation
1474,FR_0001215,8543,7717,27438,mmprocessedstation
1475,6242400,8543,9740,27455,mmprocessedstation
1476,FR_0000540,8546,4988,27415,mmprocessedstation
1477,6335125,8546,7926,27440,mmprocessedstation
1478,FR_0001103,8547,7780,27438,mmprocessedstation
1479,FR_0000696,8548,5712,27421,mmprocessedstation
1480,6242401,8548,9710,27454,mmprocessedstation
1481,FR_0001171,8550,7486,27436,mmprocessedstation
1482,6122240,8558,6668,27429,mmprocessedstation
1483,6242501,8558,9916,27456,mmprocessedstation
1484,FR_0000657,8565,6196,27425,mmprocessedstation
1485,6942100,8565,12222,27475,mmprocessedstation
1486,6144100,8566,10876,27464,mmprocessedstation
1487,6136151,8567,7473,27436,mmprocessedstation
1488,6142601,8567,10737,27463,mmprocessedstation
1489,FR_0001150,8568,7604,27437,mmprocessedstation
1490,6136160,8571,7669,27437,mmprocessedstation
1491,6118185,8573,5508,27419,mmprocessedstation
1492,6243800,8574,9228,27450,mmprocessedstation
1493,AT_0000093,8574,9297,27451,mmprocessedstation
1494,6135210,8575,7750,27438,mmprocessedstation
1495,FR_0000641,8577,6332,27426,mmprocessedstation
1496,DE_0000606,8579,8128,27441,mmprocessedstation
1497,DE_0000204,8580,8889,27448,mmprocessedstation
1498,6742600,8580,12434,27477,mmprocessedstation
1499,FR_0001220,8584,7718,27438,mmprocessedstation
1500,UA_0000002,8585,11931,27473,mmprocessedstation
1501,AT_0000019,8587,9236,27450,mmprocessedstation
1502,AT_0000110,8587,9296,27451,mmprocessedstation
1503,FR_0001206,8591,7751,27438,mmprocessedstation
1504,AT_0000111,8594,9336,27451,mmprocessedstation
1505,FR_0001145,8595,7680,27438,mmprocessedstation
1506,6123200,8599,5813,27422,mmprocessedstation
1507,6136200,8600,7548,27436,mmprocessedstation
1508,6942200,8600,12171,27475,mmprocessedstation
1509,6123210,8601,6048,27424,mmprocessedstation
1510,6343500,8601,9080,27449,mmprocessedstation
1511,6983300,8602,15155,27500,mmprocessedstation
1512,DE_0000271,8606,7958,27440,mmprocessedstation
1513,AT_0000010,8608,9220,27450,mmprocessedstation
1514,6118210,8609,5533,27420,mmprocessedstation
1515,FR_0000259,8609,7445,27436,mmprocessedstation
1516,AT_0000074,8614,9676,27454,mmprocessedstation
1517,6444380,8614,11000,27465,mmprocessedstation
1518,6118100,8615,5043,27416,mmprocessedstation
1519,AT_0000099,8617,9322,27451,mmprocessedstation
1520,FR_0000257,8620,7513,27436,mmprocessedstation
1521,6342970,8622,8255,27442,mmprocessedstation
1522,6136201,8624,7586,27437,mmprocessedstation
1523,6944200,8626,11809,27472,mmprocessedstation
1524,FR_0000642,8627,6202,27425,mmprocessedstation
1525,FR_0000636,8627,6297,27426,mmprocessedstation
1526,FR_0001136,8627,7605,27437,mmprocessedstation
1527,FR_0001105,8627,7706,27438,mmprocessedstation
1528,FR_0000692,8628,5512,27419,mmprocessedstation
1529,6242110,8628,9340,27451,mmprocessedstation
1530,HU_0000004,8628,10540,27461,mmprocessedstation
1531,6242250,8629,9462,27452,mmprocessedstation
1532,FR_0000537,8630,4927,27415,mmprocessedstation
1533,6142500,8630,10370,27460,mmprocessedstation
1534,6142600,8630,10515,27461,mmprocessedstation
1535,6123190,8631,5830,27422,mmprocessedstation
1536,FR_0001199,8632,7763,27438,mmprocessedstation
1537,FR_0001236,8634,7701,27438,mmprocessedstation
1538,6118220,8635,5587,27420,mmprocessedstation
1539,6123220,8636,6196,27425,mmprocessedstation
1540,AT_0000009,8638,9144,27450,mmprocessedstation
1541,2911109,8639,26452,27594,mmprocessedstation
1542,6118015,8641,5431,27849,mmprocessedstation
1543,AT_0000008,8641,9090,27879,mmprocessedstation
1544,6118090,8642,5036,27845,mmprocessedstation
1545,RU_0000267,8642,16418,27940,mmprocessedstation
1546,6118030,8643,5484,27849,mmprocessedstation
1547,AT_0000113,8644,9297,27881,mmprocessedstation
1548,AT_0000072,8646,9645,27884,mmprocessedstation
1549,FR_0001221,8647,7775,27868,mmprocessedstation
1550,DE_0000268,8648,7920,27870,mmprocessedstation
1551,AT_0000076,8651,9691,27884,mmprocessedstation
1552,FR_0001231,8653,7706,27868,mmprocessedstation
1553,DE_0000199,8653,8251,27872,mmprocessedstation
1554,AT_0000071,8653,9626,27884,mmprocessedstation
1555,6123550,8655,6805,27860,mmprocessedstation
1556,DE_0000266,8655,7908,27869,mmprocessedstation
1557,RU_0000266,8657,15667,27934,mmprocessedstation
1558,6342980,8658,8082,27871,mmprocessedstation
1559,DE_0000184,8659,8666,27876,mmprocessedstation
1560,FR_0000536,8661,4981,27845,mmprocessedstation
1561,6136202,8661,7604,27867,mmprocessedstation
1562,FR_0001233,8661,7730,27868,mmprocessedstation
1563,FR_0000531,8662,5099,27846,mmprocessedstation
1564,6118050,8663,5232,27847,mmprocessedstation
1565,FR_0000936,8663,7116,27863,mmprocessedstation
1566,6118060,8664,5286,27848,mmprocessedstation
1567,FR_0000296,8664,6455,27857,mmprocessedstation
1568,6343110,8666,8839,27877,mmprocessedstation
1569,FR_0000533,8667,5069,27846,mmprocessedstation
1570,AT_0000115,8668,9390,27882,mmprocessedstation
1571,AT_0000070,8670,9678,27884,mmprocessedstation
1572,FR_0001133,8671,7631,27867,mmprocessedstation
1573,6744600,8672,11806,27902,mmprocessedstation
1574,DE_0000272,8675,7869,27869,mmprocessedstation
1575,AT_0000117,8675,9514,27883,mmprocessedstation
1576,6444600,8678,11447,27899,mmprocessedstation
1577,DE_0000280,8680,7936,27870,mmprocessedstation
1578,6343537,8680,9035,27879,mmprocessedstation
1579,6118010,8681,5351,27848,mmprocessedstation
1580,6139935,8681,7560,27867,mmprocessedstation
1581,DE_0000226,8681,8556,27875,mmprocessedstation
1582,AT_0000068,8683,9671,27884,mmprocessedstation
1583,FR_0001187,8684,7654,27867,mmprocessedstation
1584,FR_0001185,8686,7658,27867,mmprocessedstation
1585,6242600,8686,9305,27881,mmprocessedstation
1586,6242270,8686,9393,27882,mmprocessedstation
1587,FR_0000188,8687,7600,27867,mmprocessedstation
1588,FR_0001184,8687,7654,27867,mmprocessedstation
1589,FR_0000673,8691,5762,27852,mmprocessedstation
1590,6343570,8692,8994,27878,mmprocessedstation
1591,AT_0000006,8692,9123,27880,mmprocessedstation
1592,FR_0000688,8693,5524,27850,mmprocessedstation
1593,FR_0001189,8693,7693,27868,mmprocessedstation
1594,6342927,8693,8770,27877,mmprocessedstation
1595,FR_0001188,8694,7680,27868,mmprocessedstation
1596,AT_0000084,8694,9774,27885,mmprocessedstation
1597,DE_0000172,8695,8411,27874,mmprocessedstation
1598,DE_0000201,8695,8956,27878,mmprocessedstation
1599,DE_0000189,8696,8777,27877,mmprocessedstation
1600,6139930,8699,7456,27866,mmprocessedstation
1601,FR_0000576,8700,6396,27857,mmprocessedstation
1602,6343520,8700,8923,27878,mmprocessedstation
1603,6242240,8701,9673,27884,mmprocessedstation
1604,6122220,8702,7104,27863,mmprocessedstation
1605,FR_0000028,8702,7639,27867,mmprocessedstation
1606,FR_0000030,8702,7667,27867,mmprocessedstation
1607,6342945,8702,8778,27877,mmprocessedstation
1608,6442450,8703,10398,27890,mmprocessedstation
1609,6123560,8704,6791,27860,mmprocessedstation
1610,FR_0001349,8704,7615,27867,mmprocessedstation
1611,6342200,8705,8477,27874,mmprocessedstation
1612,DE_0000210,8705,8613,27875,mmprocessedstation
1613,6243240,8705,9131,27880,mmprocessedstation
1614,6242281,8705,9431,27882,mmprocessedstation
1615,6118020,8709,5593,27850,mmprocessedstation
1616,6343111,8709,8864,27877,mmprocessedstation
1617,6343510,8709,8921,27878,mmprocessedstation
1618,FR_0000027,8710,7636,27867,mmprocessedstation
1619,6139720,8711,7648,27867,mmprocessedstation
1620,DE_0000231,8711,9072,27879,mmprocessedstation
1621,FR_0000667,8712,5741,27851,mmprocessedstation
1622,6342512,8712,8591,27875,mmprocessedstation
1623,6342930,8713,8720,27876,mmprocessedstation
1624,6343120,8714,8827,27877,mmprocessedstation
1625,6343560,8715,9075,27879,mmprocessedstation
1626,FR_0000309,8716,6631,27859,mmprocessedstation
1627,6335460,8717,8289,27873,mmprocessedstation
1628,AT_0000105,8718,9641,27884,mmprocessedstation
1629,6242280,8719,9440,27882,mmprocessedstation
1630,6246701,8722,9742,27885,mmprocessedstation
1631,6935055,8724,8064,27871,mmprocessedstation
1632,6342540,8724,8598,27875,mmprocessedstation
1633,6343550,8726,9123,27880,mmprocessedstation
1634,FR_0000937,8727,7099,27863,mmprocessedstation
1635,6335451,8727,8309,27873,mmprocessedstation
1636,6139800,8729,7736,27868,mmprocessedstation
1637,DE_0000278,8729,7920,27870,mmprocessedstation
1638,6335410,8729,7999,27870,mmprocessedstation
1639,FR_0000004,8731,7671,27867,mmprocessedstation
1640,6343555,8732,9109,27879,mmprocessedstation
1641,DE_0000208,8734,8503,27874,mmprocessedstation
1642,6123230,8735,6115,27854,mmprocessedstation
1643,6935400,8735,8081,27871,mmprocessedstation
1644,FR_0000291,8738,6322,27856,mmprocessedstation
1645,FR_0000705,8738,6658,27859,mmprocessedstation
1646,6342530,8738,8499,27874,mmprocessedstation
1647,DE_0000191,8738,8769,27877,mmprocessedstation
1648,AT_0000005,8738,9158,27880,mmprocessedstation
1649,FR_0000269,8740,7246,27864,mmprocessedstation
1650,AT_0000087,8740,9864,27886,mmprocessedstation
1651,FR_0000662,8741,5752,27851,mmprocessedstation
1652,FR_0000577,8741,6328,27856,mmprocessedstation
1653,FR_0000625,8743,6215,27855,mmprocessedstation
1654,6935050,8744,7820,27869,mmprocessedstation
1655,6123171,8745,5748,27851,mmprocessedstation
1656,6935051,8745,7821,27869,mmprocessedstation
1657,6335400,8745,7871,27869,mmprocessedstation
1658,6935053,8746,7868,27869,mmprocessedstation
1659,DE_0000211,8746,8525,27875,mmprocessedstation
1660,FR_0000632,8747,6295,27856,mmprocessedstation
1661,CH_0000031,8748,8245,27872,mmprocessedstation
1662,6242290,8748,9433,27882,mmprocessedstation
1663,FR_0000623,8750,5990,27853,mmprocessedstation
1664,FR_0000575,8752,6343,27856,mmprocessedstation
1665,6935401,8752,8200,27872,mmprocessedstation
1666,AT_0000132,8753,8369,27873,mmprocessedstation
1667,6246700,8753,9713,27884,mmprocessedstation
1668,6243210,8754,8975,27878,mmprocessedstation
1669,6243201,8754,8980,27878,mmprocessedstation
1670,6935560,8755,8076,27871,mmprocessedstation
1671,6980500,8755,13764,27918,mmprocessedstation
1672,6935300,8756,7976,27870,mmprocessedstation
1673,6342210,8758,8479,27874,mmprocessedstation
1674,6342931,8758,8662,27876,mmprocessedstation
1675,FR_0000281,8759,7620,27867,mmprocessedstation
1676,CH_0000045,8760,8148,28290,mmprocessedstation
1677,CH_0000030,8760,8264,28291,mmprocessedstation
1678,FR_0000573,8762,6585,28277,mmprocessedstation
1679,6935070,8762,7855,28288,mmprocessedstation
1680,6243300,8762,8905,28297,mmprocessedstation
1681,6935411,8763,8238,28291,mmprocessedstation
1682,CH_0000029,8763,8274,28291,mmprocessedstation
1683,6342932,8763,8655,28295,mmprocessedstation
1684,6342935,8765,8667,28295,mmprocessedstation
1685,6246710,8766,9661,28303,mmprocessedstation
1686,HU_0000001,8767,10298,28308,mmprocessedstation
1687,6123170,8768,5644,28270,mmprocessedstation
1688,6935301,8768,7959,28289,mmprocessedstation
1689,6243200,8770,8973,28297,mmprocessedstation
1690,6342928,8771,8705,28295,mmprocessedstation
1691,FR_0000631,8772,6237,28274,mmprocessedstation
1692,FR_0000805,8776,6818,28279,mmprocessedstation
1693,6342950,8777,8700,28295,mmprocessedstation
1694,FR_0000626,8778,6002,28273,mmprocessedstation
1695,FR_0000672,8779,5688,28270,mmprocessedstation
1696,6139681,8779,7483,28285,mmprocessedstation
1697,6935310,8779,7984,28289,mmprocessedstation
1698,DE_0000170,8779,8466,28293,mmprocessedstation
1699,6246612,8781,9667,28303,mmprocessedstation
1700,6935402,8782,8177,28291,mmprocessedstation
1701,6935410,8782,8237,28291,mmprocessedstation
1702,FR_0000295,8784,6163,28274,mmprocessedstation
1703,6935440,8784,8222,28291,mmprocessedstation
1704,AT_0000127,8784,8342,28292,mmprocessedstation
1705,DE_0000168,8786,8471,28293,mmprocessedstation
1706,6246100,8786,9578,28302,mmprocessedstation
1707,AT_0000131,8787,8410,28293,mmprocessedstation
1708,6935500,8788,8313,28292,mmprocessedstation
1709,6242251,8788,9221,28299,mmprocessedstation
1710,6246632,8790,9235,28299,mmprocessedstation
1711,AT_0000023,8791,8529,28294,mmprocessedstation
1712,FR_0000797,8793,6971,28281,mmprocessedstation
1713,6935403,8793,8179,28291,mmprocessedstation
1714,6935430,8793,8190,28291,mmprocessedstation
1715,FR_0000619,8794,6719,28278,mmprocessedstation
1716,6235100,8794,8371,28292,mmprocessedstation
1717,AT_0000103,8794,9290,28300,mmprocessedstation
1718,6935420,8798,8230,28291,mmprocessedstation
1719,AT_0000015,8799,9124,28299,mmprocessedstation
1720,6139910,8800,7196,28282,mmprocessedstation
1721,6235101,8800,8392,28292,mmprocessedstation
1722,FR_0000629,8801,6046,28273,mmprocessedstation
1723,AT_0000016,8801,9192,28299,mmprocessedstation
1724,2904850,8801,40216,28553,mmprocessedstation
1725,6123140,8805,5747,28270,mmprocessedstation
1726,6139682,8809,7331,28284,mmprocessedstation
1727,6123350,8811,6368,28276,mmprocessedstation
1728,6235102,8811,8411,28293,mmprocessedstation
1729,6243030,8813,8735,28295,mmprocessedstation
1730,AT_0000024,8815,8581,28294,mmprocessedstation
1731,6246610,8815,9677,28303,mmprocessedstation
1732,FR_0000663,8818,5697,28270,mmprocessedstation
1733,AT_0000133,8818,8335,28292,mmprocessedstation
1734,6243270,8819,8996,28297,mmprocessedstation
1735,AT_0000063,8819,9722,28304,mmprocessedstation
1736,6123270,8820,6196,28274,mmprocessedstation
1737,6243260,8824,8939,28297,mmprocessedstation
1738,6235210,8825,8370,28292,mmprocessedstation
1739,FR_0000306,8827,6014,28273,mmprocessedstation
1740,FR_0000392,8829,5979,28272,mmprocessedstation
1741,6242020,8829,8434,28293,mmprocessedstation
1742,6123181,8833,5910,28272,mmprocessedstation
1743,6935360,8834,7868,28288,mmprocessedstation
1744,CH_0000041,8834,8216,28291,mmprocessedstation
1745,FR_0000562,8836,6290,28275,mmprocessedstation
1746,6246635,8837,9289,28300,mmprocessedstation
1747,6243400,8840,8619,28294,mmprocessedstation
1748,6246611,8840,9676,28303,mmprocessedstation
1749,6246631,8847,9283,28300,mmprocessedstation
1750,6246630,8847,9312,28300,mmprocessedstation
1751,AT_0000135,8848,8421,28293,mmprocessedstation
1752,6935361,8850,7878,28288,mmprocessedstation
1753,FR_0000384,8851,5632,28269,mmprocessedstation
1754,6246195,8851,8998,28297,mmprocessedstation
