grdc/arcid,row,col,arcid
6606570,7394,6024,-99
2902700,7397,44013,-99
6605230,7399,5401,-99
6503354,7401,4273,-99
6340050,7403,8511,-99
6503353,7406,4303,-99
NL_0000015,7407,7568,-99
6503810,7413,4094,-99
6605235,7417,5403,-99
6608110,7419,5282,-99
GB_0000055,7426,5572,-99
RU_0000356,7433,18450,-99
GB_0000152,7437,5015,-99
6340150,7442,8820,-99
RU_0000435,7442,25195,-99
6975100,7445,14660,-99
6503352,7446,4326,-99
6608100,7447,5286,-99
6337200,7448,8189,-99
RU_0000362,7448,20102,-99
6605600,7451,5742,-99
6458805,7451,11508,-99
6608150,7455,4948,-99
6605620,7456,5647,-99
RU_0000399,7458,32012,-99
DE_0000055,7463,8511,-99
6457985,7464,9832,-99
BY_0000022,7464,13168,-99
DE_0000250,7466,8259,-99
RU_0000253,7470,15722,-99
DE_0000436,7471,7907,-99
6608101,7472,5118,-99
6357010,7473,9393,-99
6605630,7475,5604,-99
6337515,7475,8210,-99
6457200,7475,9796,-99
6457370,7482,10041,-99
6606880,7483,6300,-99
6457360,7484,10127,-99
GB_0000195,7488,6118,-99
6338100,7502,7735,-99
6609540,7505,5374,-99
2919600,7508,19596,-99
6605640,7511,5738,-99
6503351,7512,4324,-99
6337510,7515,8303,-99
6609570,7517,5330,-99
6503301,7522,4259,-99
6605660,7529,5612,-99
6606550,7531,5861,-99
RU_0000410,7531,27613,-99
6608170,7536,5075,-99
6338110,7536,7739,-99
6337517,7537,8188,-99
GB_0000069,7541,6128,-99
6502120,7543,3891,-99
6605650,7543,5711,-99
BY_0000032,7545,12875,-99
6609520,7546,5429,-99
6340160,7547,8876,-99
6503291,7548,4427,-99
BY_0000028,7550,12001,-99
6502130,7555,3853,-99
6502121,7555,3907,-99
6340611,7556,9218,-99
6503290,7557,4425,-99
6503300,7559,4299,-99
6458924,7560,11209,-99
6340510,7565,9081,-99
GB_0000135,7567,5114,-99
RU_0000040,7567,39693,-99
6502131,7568,3835,-99
6605670,7569,5545,-99
6503282,7571,4083,-99
6503250,7573,3722,-99
GB_0000138,7574,5106,-99
RU_0000321,7580,15943,-99
6606510,7581,5867,-99
6337509,7586,8322,-99
GB_0000136,7587,5438,-99
6609500,7588,5443,-99
6608190,7589,5023,-99
6503281,7590,4097,-99
DE_0000416,7593,8054,-99
6503280,7595,4151,-99
6609560,7597,5636,-99
6606300,7599,5836,-99
BY_0000024,7600,12599,-99
PL_0000006,7601,10064,-99
BY_0000029,7601,12443,-99
6609100,7604,5378,-99
6608500,7608,5158,-99
6338130,7610,7784,-99
6608520,7613,5296,-99
6606710,7618,5926,-99
6337518,7619,8141,-99
6457260,7623,10257,-99
6457830,7626,10383,-99
DE_0000008,7627,8960,-99
BY_0000031,7627,12540,-99
RU_0000359,7627,17680,-99
6337100,7636,8127,-99
2910450,7636,26411,-99
6606401,7642,5923,-99
6357500,7643,9525,-99
6503501,7644,3955,-99
6503500,7644,4064,-99
6606720,7645,5924,-99
6457870,7645,10239,-99
6606700,7648,6034,-99
6340180,7648,8795,-99
6606400,7649,5889,-99
PL_0000045,7649,9969,-99
RU_0000355,7653,18877,-99
PL_0000043,7654,9989,-99
6338120,7656,7824,-99
6609400,7657,5534,-99
2909250,7658,28238,-99
6608510,7660,5385,-99
RU_0000255,7660,15779,-99
BY_0000027,7662,12132,-99
6608200,7668,4905,-99
2911206,7676,21906,-99
6340140,7681,8852,-99
6337514,7685,8283,-99
6357501,7687,9529,-99
6608310,7688,5171,-99
NL_0000023,7693,7629,-99
DE_0000384,7693,8307,-99
RU_0000371,7697,18456,-99
6457956,7700,10304,-99
6609110,7702,5442,-99
6606950,7703,6204,-99
6608220,7708,4999,-99
6340300,7709,8825,-99
DE_0000377,7711,8402,-99
6608210,7712,4991,-99
6337500,7712,8386,-99
6607340,7713,5686,-99
6340170,7713,8893,-99
RU_0000259,7713,16802,-99
6340130,7714,9034,-99
BY_0000033,7714,12827,-99
DE_0000248,7715,8531,-99
6435060,7716,7464,-99
RU_0000258,7720,15955,-99
IE_0000001,7721,3976,-99
6421501,7723,7329,-99
6608501,7729,5355,-99
6457250,7729,10497,-99
6607600,7734,5673,-99
6606800,7739,6142,-99
DE_0000424,7739,7900,-99
6608300,7741,5292,-99
6606790,7742,6114,-99
DE_0000441,7742,7624,-99
2909160,7748,28655,-99
6607320,7750,5919,-99
6607835,7759,5990,-99
6608600,7763,5200,-99
6337516,7764,8265,-99
6607702,7765,5699,-99
RU_0000252,7765,15347,-99
6607701,7766,5716,-99
RU_0000365,7767,19580,-99
6337519,7769,8284,-99
6457707,7771,9676,-99
DE_0000080,7773,9253,-99
6457840,7773,10497,-99
NL_0000009,7775,7281,-99
DE_0000060,7775,8588,-99
GB_0000091,7778,5941,-99
NL_0000008,7778,7268,-99
6340600,7778,9018,-99
RU_0000369,7779,18994,-99
6607840,7780,6009,-99
DE_0000061,7781,8628,-99
6340800,7781,9448,-99
6607310,7782,5831,-99
DE_0000381,7784,8474,-99
6340190,7785,9122,-99
6608240,7792,5250,-99
6340700,7794,9215,-99
6340301,7795,8867,-99
6608230,7800,5147,-99
6457240,7807,10555,-99
2907100,7807,31053,-99
6607345,7815,5744,-99
GB_0000082,7816,5938,-99
6337400,7816,8313,-99
6607765,7817,5409,-99
6607650,7820,5926,-99
6607347,7821,5682,-99
6337513,7822,8330,-99
6457230,7826,10496,-99
6607330,7829,5771,-99
6421102,7829,7480,-99
DE_0000811,7830,8342,-99
6457955,7845,10358,-99
GB_0000108,7847,5565,-99
DE_0000463,7848,7634,-99
6337511,7855,8394,-99
6607950,7857,6247,-99
DE_0000077,7857,9343,-99
6607851,7859,6106,-99
UA_0000022,7862,11818,-99
6337507,7865,8272,-99
6340200,7865,8804,-99
6607300,7867,5863,-99
6607825,7871,5953,-99
6607850,7871,6124,-99
6337506,7873,8279,-99
6607710,7878,5570,-99
6337505,7880,8180,-99
6357502,7880,9599,-99
DE_0000455,7881,8010,-99
6337504,7882,8136,-99
DE_0000462,7883,7665,-99
GB_0000124,7886,5252,-99
6337512,7890,8447,-99
GB_0000097,7893,6041,-99
6457850,7893,10526,-99
6458753,7898,10770,-99
6607705,7901,5551,-99
6340120,7905,9296,-99
DE_0000396,7910,8013,-99
GB_0000100,7911,5783,-99
6337508,7919,8332,-99
UA_0000023,7919,11836,-99
6607150,7921,5043,-99
6607550,7921,5678,-99
6458713,7923,11562,-99
PL_0000001,7924,9691,-99
6607520,7926,5639,-99
DE_0000459,7929,7919,-99
6607560,7931,6018,-99
6607140,7932,5006,-99
6335060,7934,7672,-99
DE_0000083,7934,9304,-99
GB_0000103,7938,5721,-99
DE_0000625,7939,8516,-99
BE_0000050,7941,6658,-99
6607570,7946,6087,-99
BE_0000042,7947,6988,-99
BE_0000041,7950,6974,-99
6421500,7951,7366,-99
6607530,7953,5719,-99
DE_0000626,7955,8548,-99
UA_0000027,7956,14181,-99
6607210,7957,5186,-99
BE_0000045,7961,6866,-99
6421101,7961,7368,-99
6607200,7967,5156,-99
DE_0000047,7969,8546,-99
DE_0000624,7970,8498,-99
6140400,7970,9415,-99
6607500,7976,5559,-99
DE_0000471,7987,8075,-99
6607225,7994,5209,-99
6607250,7994,5489,-99
DE_0000103,7995,8587,-99
FR_0000831,7996,6424,-99
6457860,8000,10611,-99
BE_0000043,8001,6918,-99
6140401,8002,9370,-99
6607010,8003,5700,-99
6607131,8004,4975,-99
6140500,8006,9667,-99
CZ_0000006,8006,9724,-99
BE_0000038,8008,7094,-99
DE_0000623,8008,8437,-99
RU_0000254,8009,15288,-99
DE_0000072,8011,9206,-99
DE_0000406,8013,8566,-99
DE_0000472,8017,8085,-99
GB_0000114,8020,5064,-99
DE_0000070,8020,9119,-99
RU_0000039,8024,38911,-99
6335350,8028,8004,-99
DE_0000106,8028,8654,-99
6607130,8032,4986,-99
CZ_0000001,8032,9885,-99
FR_0000833,8034,6521,-99
DE_0000404,8036,8589,-99
FR_0000832,8037,6658,-99
BE_0000021,8038,7116,-99
DE_0000475,8040,8022,-99
6607100,8044,5096,-99
6607115,8045,4849,-99
RU_0000370,8045,17428,-99
DE_0000473,8049,8063,-99
6980801,8049,13327,-99
6335070,8053,7774,-99
DE_0000108,8055,8800,-99
6607120,8056,4877,-99
DE_0000477,8056,7895,-99
DE_0000524,8061,8193,-99
DE_0000620,8062,8689,-99
RU_0000256,8063,15510,-99
BE_0000017,8065,7329,-99
DE_0000542,8074,8763,-99
UA_0000011,8077,14686,-99
FR_0000852,8080,6847,-99
RU_0000400,8084,32067,-99
DE_0000530,8085,8349,-99
DE_0000546,8086,8655,-99
DE_0000543,8090,8728,-99
6607110,8095,4819,-99
DE_0000036,8100,8883,-99
6140480,8100,9545,-99
PL_0000003,8100,10005,-99
DE_0000521,8109,8225,-99
DE_0000529,8110,8393,-99
DE_0000538,8115,8766,-99
DE_0000349,8116,7547,-99
6336050,8124,7720,-99
DE_0000344,8126,7653,-99
6335304,8134,8081,-99
6335100,8139,7863,-99
DE_0000537,8143,8772,-99
DE_0000536,8145,8807,-99
DE_0000527,8149,8442,-99
DE_0000535,8150,8802,-99
BE_0000009,8152,7180,-99
6335301,8152,8453,-99
6335302,8157,8304,-99
6335150,8158,7986,-99
2911800,8159,25877,-99
DE_0000363,8163,7805,-99
DE_0000541,8167,8805,-99
BE_0000007,8169,7229,-99
6140250,8169,9381,-99
6335800,8172,8608,-99
6335303,8176,8581,-99
6122140,8178,6976,-99
6157100,8178,10399,-99
6335115,8181,7898,-99
6122145,8185,6963,-99
RU_0000260,8190,16358,-99
DE_0000551,8201,8731,-99
DE_0000552,8203,8686,-99
DE_0000562,8204,8070,-99
6335500,8208,8381,-99
6978251,8211,15873,-99
DE_0000357,8212,7926,-99
6142100,8218,10074,-99
6140450,8222,9623,-99
6336500,8223,7588,-99
BE_0000013,8224,7327,-99
6335240,8227,8214,-99
DE_0000364,8240,7741,-99
6335180,8247,8011,-99
PL_0000011,8247,10532,-99
PL_0000015,8247,10758,-99
DE_0000146,8248,8834,-99
6458406,8248,10965,-99
6121240,8249,7236,-99
FR_0001089,8262,5560,-99
6122141,8265,6717,-99
FR_0000909,8266,6710,-99
FR_0000999,8272,6172,-99
6142300,8272,10259,-99
6336800,8286,7528,-99
DE_0000367,8286,7962,-99
6335600,8296,8160,-99
6336900,8301,7594,-99
FR_0001166,8319,7474,-99
6335170,8321,8028,-99
6122110,8326,7147,-99
6140300,8326,9393,-99
6142551,8328,10508,-99
6158100,8330,10975,-99
DE_0000132,8332,9100,-99
6335290,8337,8227,-99
FR_0001165,8338,7422,-99
FR_0000974,8341,7058,-99
FR_0001053,8342,5985,-99
6335300,8344,8242,-99
PL_0000021,8349,11359,-99
DE_0000135,8360,9143,-99
FR_0001001,8363,6405,-99
SK_0000022,8365,10777,-99
FR_0000976,8366,7193,-99
6122155,8367,6578,-99
FR_0001122,8367,7794,-99
6136100,8376,7484,-99
DE_0000502,8379,8206,-99
6142680,8379,10704,-99
DE_0000510,8380,8428,-99
6335601,8382,8199,-99
6142640,8384,10538,-99
DE_0000507,8387,8335,-99
DE_0000131,8387,8942,-99
RU_0000261,8387,16565,-99
6335200,8390,7993,-99
6144400,8390,11161,-99
6342600,8394,8913,-99
DE_0000137,8396,9207,-99
FR_0001082,8399,5923,-99
6136520,8403,7682,-99
FR_0000955,8404,6641,-99
DE_0000492,8406,8228,-99
6342910,8412,8883,-99
FR_0001062,8414,6115,-99
6142120,8414,10154,-99
DE_0000768,8415,9219,-99
DE_0000503,8418,8403,-99
6135110,8422,7931,-99
DE_0000607,8425,8420,-99
6342520,8427,8686,-99
6342920,8428,9058,-99
FR_0001059,8433,6144,-99
FR_0000947,8433,6642,-99
SK_0000007,8434,10712,-99
FR_0001061,8435,6115,-99
DE_0000117,8435,9249,-99
FR_0001076,8438,5711,-99
FR_0001024,8438,6458,-99
DE_0000129,8438,9204,-99
SK_0000008,8438,10682,-99
UA_0000030,8438,11558,-99
UA_0000032,8438,11627,-99
FR_0000964,8440,6748,-99
SK_0000009,8440,10584,-99
SK_0000006,8441,10821,-99
FR_0001073,8442,5780,-99
6135120,8442,7857,-99
6342960,8442,9205,-99
DE_0000513,8445,8366,-99
6142110,8448,10046,-99
FR_0001043,8449,6458,-99
FR_0001077,8451,5632,-99
DE_0000326,8454,7973,-99
KZ_0000007,8454,23480,-99
DE_0000493,8455,8060,-99
6342500,8458,8741,-99
SK_0000020,8459,10503,-99
6118165,8460,6139,-99
FR_0001155,8460,7487,-99
6122120,8461,7110,-99
6144350,8463,11120,-99
FR_0000945,8464,6626,-99
6142650,8465,10592,-99
DE_0000584,8467,8049,-99
6335602,8470,8260,-99
DE_0000258,8473,7954,-99
FR_0001152,8474,7612,-99
6342925,8477,9047,-99
6342800,8477,9147,-99
6122130,8479,6561,-99
FR_0000550,8483,5141,-99
FR_0001115,8483,7682,-99
FR_0001116,8486,7694,-99
FR_0000547,8489,5035,-99
6118150,8492,5021,-99
FR_0000555,8493,5095,-99
6144300,8493,11123,-99
6142150,8494,10065,-99
DE_0000669,8499,7950,-99
6342900,8500,9240,-99
FR_0000950,8502,6627,-99
FR_0000548,8503,5079,-99
6118175,8504,5089,-99
DE_0000615,8505,8270,-99
6343900,8505,9226,-99
FR_0000544,8508,4955,-99
6136150,8509,7472,-99
FR_0000543,8512,4953,-99
FR_0000694,8513,5594,-99
DE_0000178,8513,9055,-99
6142520,8513,10361,-99
FR_0000557,8514,4943,-99
DE_0000180,8518,8903,-99
FR_0001026,8526,6345,-99
FR_0000893,8526,7269,-99
FR_0000542,8530,4876,-99
FR_0001214,8532,7802,-99
6242420,8533,9736,-99
FR_0000695,8535,5652,-99
6342510,8541,8613,-99
6142660,8541,10475,-99
FR_0001215,8543,7717,-99
6242400,8543,9740,-99
FR_0000540,8546,4988,-99
6335125,8546,7926,-99
FR_0001103,8547,7780,-99
FR_0000696,8548,5712,-99
6242401,8548,9710,-99
FR_0001171,8550,7486,-99
6122240,8558,6668,-99
6242501,8558,9916,-99
6242100,8564,9430,-99
FR_0000657,8565,6196,-99
6942100,8565,12222,-99
6144100,8566,10876,-99
6136151,8567,7473,-99
6142601,8567,10737,-99
FR_0001150,8568,7604,-99
6136160,8571,7669,-99
6118185,8573,5508,-99
6243800,8574,9228,-99
AT_0000093,8574,9297,-99
6135210,8575,7750,-99
FR_0000641,8577,6332,-99
DE_0000606,8579,8128,-99
6242500,8579,9931,-99
DE_0000204,8580,8889,-99
6742600,8580,12434,-99
FR_0001220,8584,7718,-99
UA_0000002,8585,11931,-99
AT_0000019,8587,9236,-99
AT_0000110,8587,9296,-99
FR_0001206,8591,7751,-99
AT_0000111,8594,9336,-99
FR_0001145,8595,7680,-99
6123200,8599,5813,-99
6136200,8600,7548,-99
6942200,8600,12171,-99
6123210,8601,6048,-99
6343500,8601,9080,-99
6983300,8602,15155,-99
DE_0000271,8606,7958,-99
6142200,8606,10106,-99
AT_0000010,8608,9220,-99
6118210,8609,5533,-99
FR_0000259,8609,7445,-99
AT_0000074,8614,9676,-99
6444380,8614,11000,-99
6118100,8615,5043,-99
AT_0000099,8617,9322,-99
FR_0000257,8620,7513,-99
6342970,8622,8255,-99
6136201,8624,7586,-99
6343100,8624,8933,-99
6944200,8626,11809,-99
FR_0000642,8627,6202,-99
FR_0000636,8627,6297,-99
FR_0001136,8627,7605,-99
FR_0001105,8627,7706,-99
FR_0000692,8628,5512,-99
6242110,8628,9340,-99
HU_0000004,8628,10540,-99
6242250,8629,9462,-99
FR_0000537,8630,4927,-99
6142500,8630,10370,-99
6142600,8630,10515,-99
6123190,8631,5830,-99
FR_0001199,8632,7763,-99
FR_0001236,8634,7701,-99
6118220,8635,5587,-99
6123220,8636,6196,-99
AT_0000009,8638,9144,-99
6118015,8641,5431,-99
AT_0000008,8641,9090,-99
6118090,8642,5036,-99
RU_0000267,8642,16418,-99
6118030,8643,5484,-99
AT_0000113,8644,9297,-99
AT_0000072,8646,9645,-99
FR_0001221,8647,7775,-99
DE_0000268,8648,7920,-99
AT_0000076,8651,9691,-99
FR_0001231,8653,7706,-99
DE_0000199,8653,8251,-99
AT_0000071,8653,9626,-99
6123550,8655,6805,-99
DE_0000266,8655,7908,-99
6980800,8655,14427,-99
RU_0000266,8657,15667,-99
6342980,8658,8082,-99
DE_0000184,8659,8666,-99
FR_0000536,8661,4981,-99
6136202,8661,7604,-99
FR_0001233,8661,7730,-99
FR_0000531,8662,5099,-99
6118050,8663,5232,-99
FR_0000936,8663,7116,-99
6118060,8664,5286,-99
FR_0000296,8664,6455,-99
6343110,8666,8839,-99
FR_0000533,8667,5069,-99
AT_0000115,8668,9390,-99
AT_0000070,8670,9678,-99
FR_0001133,8671,7631,-99
6744600,8672,11806,-99
DE_0000272,8675,7869,-99
AT_0000117,8675,9514,-99
6444600,8678,11447,-99
DE_0000280,8680,7936,-99
6343537,8680,9035,-99
6118010,8681,5351,-99
6139935,8681,7560,-99
DE_0000226,8681,8556,-99
AT_0000068,8683,9671,-99
FR_0001187,8684,7654,-99
FR_0001185,8686,7658,-99
6242600,8686,9305,-99
6242270,8686,9393,-99
FR_0000188,8687,7600,-99
FR_0001184,8687,7654,-99
FR_0000673,8691,5762,-99
6744500,8691,11490,-99
6343570,8692,8994,-99
AT_0000006,8692,9123,-99
FR_0000688,8693,5524,-99
FR_0001189,8693,7693,-99
6342927,8693,8770,-99
6442500,8693,10549,-99
FR_0001188,8694,7680,-99
AT_0000084,8694,9774,-99
DE_0000172,8695,8411,-99
DE_0000201,8695,8956,-99
DE_0000189,8696,8777,-99
6139930,8699,7456,-99
FR_0000576,8700,6396,-99
6343520,8700,8923,-99
6242240,8701,9673,-99
6122220,8702,7104,-99
FR_0000028,8702,7639,-99
FR_0000030,8702,7667,-99
6342945,8702,8778,-99
6442450,8703,10398,-99
6123560,8704,6791,-99
FR_0001349,8704,7615,-99
6342200,8705,8477,-99
DE_0000210,8705,8613,-99
6243240,8705,9131,-99
6242281,8705,9431,-99
6118020,8709,5593,-99
6343111,8709,8864,-99
6343510,8709,8921,-99
FR_0000027,8710,7636,-99
6139720,8711,7648,-99
DE_0000231,8711,9072,-99
FR_0000667,8712,5741,-99
6342512,8712,8591,-99
6342930,8713,8720,-99
6343120,8714,8827,-99
6343560,8715,9075,-99
FR_0000309,8716,6631,-99
6335460,8717,8289,-99
AT_0000105,8718,9641,-99
6242280,8719,9440,-99
6246701,8722,9742,-99
6935055,8724,8064,-99
6342540,8724,8598,-99
6343550,8726,9123,-99
FR_0000937,8727,7099,-99
6335451,8727,8309,-99
6139800,8729,7736,-99
DE_0000278,8729,7920,-99
6335410,8729,7999,-99
FR_0000004,8731,7671,-99
6343555,8732,9109,-99
DE_0000208,8734,8503,-99
6123230,8735,6115,-99
6935400,8735,8081,-99
FR_0000291,8738,6322,-99
FR_0000705,8738,6658,-99
6342530,8738,8499,-99
DE_0000191,8738,8769,-99
AT_0000005,8738,9158,-99
FR_0000269,8740,7246,-99
6935054,8740,7994,-99
AT_0000087,8740,9864,-99
FR_0000662,8741,5752,-99
FR_0000577,8741,6328,-99
FR_0000625,8743,6215,-99
6935050,8744,7820,-99
6123171,8745,5748,-99
6935051,8745,7821,-99
6335400,8745,7871,-99
6935053,8746,7868,-99
DE_0000211,8746,8525,-99
FR_0000632,8747,6295,-99
CH_0000031,8748,8245,-99
6242290,8748,9433,-99
FR_0000623,8750,5990,-99
FR_0000575,8752,6343,-99
6935401,8752,8200,-99
AT_0000132,8753,8369,-99
6246700,8753,9713,-99
6243210,8754,8975,-99
6243201,8754,8980,-99
6935560,8755,8076,-99
6980500,8755,13764,-99
6935300,8756,7976,-99
6342210,8758,8479,-99
6342931,8758,8662,-99
FR_0000281,8759,7620,-99
CH_0000045,8760,8148,-99
CH_0000030,8760,8264,-99
FR_0000573,8762,6585,-99
6935070,8762,7855,-99
6243300,8762,8905,-99
6935411,8763,8238,-99
CH_0000029,8763,8274,-99
6342932,8763,8655,-99
6342935,8765,8667,-99
6246710,8766,9661,-99
HU_0000001,8767,10298,-99
6123170,8768,5644,-99
6935301,8768,7959,-99
6243200,8770,8973,-99
6342928,8771,8705,-99
FR_0000631,8772,6237,-99
FR_0000805,8776,6818,-99
6342950,8777,8700,-99
FR_0000626,8778,6002,-99
FR_0000672,8779,5688,-99
6139681,8779,7483,-99
6935310,8779,7984,-99
DE_0000170,8779,8466,-99
6246612,8781,9667,-99
6935402,8782,8177,-99
6935410,8782,8237,-99
FR_0000295,8784,6163,-99
6935440,8784,8222,-99
AT_0000127,8784,8342,-99
DE_0000168,8786,8471,-99
6246100,8786,9578,-99
6123100,8787,5800,-99
AT_0000131,8787,8410,-99
6935500,8788,8313,-99
6242251,8788,9221,-99
6246632,8790,9235,-99
AT_0000023,8791,8529,-99
FR_0000797,8793,6971,-99
6935403,8793,8179,-99
6935430,8793,8190,-99
FR_0000619,8794,6719,-99
6235100,8794,8371,-99
AT_0000103,8794,9290,-99
6935420,8798,8230,-99
AT_0000015,8799,9124,-99
6139910,8800,7196,-99
6235101,8800,8392,-99
FR_0000629,8801,6046,-99
AT_0000016,8801,9192,-99
2904850,8801,40216,-99
6123140,8805,5747,-99
6139682,8809,7331,-99
6123350,8811,6368,-99
6235102,8811,8411,-99
6243030,8813,8735,-99
AT_0000024,8815,8581,-99
6246610,8815,9677,-99
FR_0000663,8818,5697,-99
6935302,8818,7868,-99
AT_0000133,8818,8335,-99
6243270,8819,8996,-99
AT_0000063,8819,9722,-99
6123270,8820,6196,-99
6243260,8824,8939,-99
6235210,8825,8370,-99
FR_0000306,8827,6014,-99
FR_0000392,8829,5979,-99
6242020,8829,8434,-99
6123181,8833,5910,-99
6935360,8834,7868,-99
CH_0000041,8834,8216,-99
FR_0000562,8836,6290,-99
6246635,8837,9289,-99
6243400,8840,8619,-99
6246611,8840,9676,-99
6246631,8847,9283,-99
6246630,8847,9312,-99
AT_0000135,8848,8421,-99
6935361,8850,7878,-99
FR_0000384,8851,5632,-99
6246195,8851,8998,-99
AT_0000029,8852,8751,-99
6935102,8854,8103,-99
FR_0000391,8856,5978,-99
FR_0000182,8857,7121,-99
CH_0000046,8857,8116,-99
6243360,8857,8751,-99
6242200,8860,9826,-99
6935100,8861,8115,-99
6935313,8863,7988,-99
6243355,8864,8759,-99
6123400,8868,6130,-99
6246150,8868,9072,-99
6123360,8871,6586,-99
6243350,8871,8754,-99
AT_0000044,8873,9031,-99
6246185,8873,9032,-99
6246165,8874,8960,-99
6123250,8876,6270,-99
6246161,8876,8960,-99
6123720,8879,7006,-99
6935590,8879,8064,-99
FR_0000388,8881,5913,-99
6935545,8882,8315,-99
AT_0000048,8884,9161,-99
FR_0000773,8885,6194,-99
6935540,8886,8306,-99
6246160,8886,9011,-99
CH_0000071,8887,7725,-99
6935320,8887,7858,-99
FR_0000375,8888,5808,-99
6442050,8890,9906,-99
FR_0000378,8893,5858,-99
6243450,8894,8516,-99
6246121,8894,9491,-99
6935020,8895,7787,-99
6139770,8898,7283,-99
FR_0000608,8899,6849,-99
6123700,8899,6905,-99
6246170,8899,9002,-99
FR_0000379,8901,5843,-99
6935335,8901,8053,-99
FR_0000370,8906,5591,-99
FR_0000045,8906,7392,-99
6935350,8906,7764,-99
6943100,8906,8512,-99
FR_0000385,8907,5966,-99
6349210,8907,8738,-99
FR_0000390,8912,5998,-99
6243110,8912,8620,-99
6243410,8912,8644,-99
6935541,8913,8384,-99
6935145,8918,8270,-99
6935390,8919,7665,-99
FR_0000014,8921,7337,-99
HU_0000012,8924,10216,-99
CH_0000048,8925,8063,-99
6939120,8933,7614,-99
6935550,8933,8370,-99
6246120,8937,9488,-99
AT_0000056,8937,9650,-99
6119300,8940,5771,-99
6943180,8944,8473,-99
6742701,8944,12466,-99
6246600,8949,9752,-99
6943110,8953,8427,-99
6139502,8955,7383,-99
6546610,8956,9839,-99
6119320,8959,5767,-99
6939540,8960,7888,-99
6246110,8960,9586,-99
6935330,8962,7785,-99
6943115,8962,8445,-99
6139520,8964,7386,-99
6744100,8968,11163,-99
6939110,8969,7566,-99
6939541,8969,7897,-99
6246130,8969,9180,-99
AT_0000037,8970,9209,-99
FR_0000234,8971,7430,-99
IT_0000216,8977,8906,-99
FR_0000380,8978,5938,-99
FR_0000361,8982,5711,-99
6943170,8983,8384,-99
6939501,8985,8006,-99
6935380,8988,7862,-99
6123710,8991,6968,-99
6349400,8991,9004,-99
6935510,8992,8208,-99
FR_0000100,8995,7466,-99
6943160,9002,8375,-99
AT_0000050,9002,9427,-99
6935387,9003,7812,-99
6123730,9006,6978,-99
6939100,9011,7669,-99
6349410,9016,8933,-99
6935331,9017,7793,-99
6139530,9019,7408,-99
CH_0000099,9019,7876,-99
6546810,9021,9848,-99
6139940,9023,7115,-99
6139501,9024,7359,-99
CH_0000001,9024,8416,-99
6123460,9027,6405,-99
6939510,9027,7921,-99
6123450,9029,6403,-99
6546802,9029,9840,-99
CH_0000009,9030,8050,-99
6546801,9030,9839,-99
6123461,9033,6477,-99
6939200,9036,7653,-99
FR_0000059,9038,7539,-99
6545190,9038,9399,-99
FR_0000058,9040,7531,-99
6939205,9043,7673,-99
CH_0000017,9043,7917,-99
6549110,9045,9234,-99
6948110,9048,8419,-99
FR_0000178,9050,7089,-99
FR_0000011,9050,7269,-99
6139832,9052,7421,-99
6444100,9058,10838,-99
6123370,9060,6610,-99
6549101,9060,9260,-99
CH_0000019,9065,7923,-99
6545601,9065,9662,-99
6139831,9067,7407,-99
6948100,9071,8164,-99
6935520,9071,8200,-99
6444110,9072,10912,-99
FR_0000781,9074,6019,-99
FR_0000023,9074,7234,-99
SI_0000025,9074,9296,-99
6123380,9075,6586,-99
6139640,9080,7269,-99
6545110,9080,9438,-99
6948120,9081,8109,-99
6744200,9081,11117,-99
6549130,9082,9306,-99
6545600,9082,9656,-99
6123810,9083,6273,-99
FR_0000175,9083,7101,-99
6139837,9083,7391,-99
6139960,9083,7504,-99
6939050,9084,7432,-99
FR_0000348,9086,6058,-99
FR_0000748,9086,6931,-99
FR_0000115,9086,7456,-99
FR_0000060,9086,7554,-99
6123800,9087,6244,-99
6939500,9089,7702,-99
6549150,9089,9311,-99
FR_0000025,9091,7246,-99
6123820,9092,6343,-99
FR_0000063,9093,7293,-99
6139840,9093,7573,-99
6123825,9096,6358,-99
SI_0000027,9097,9319,-99
FR_0000351,9098,5905,-99
6545300,9098,9643,-99
6545102,9099,9499,-99
6349300,9101,8667,-99
FR_0000118,9103,7548,-99
FR_0000037,9105,7120,-99
6744201,9109,11658,-99
6948150,9115,8150,-99
FR_0000039,9118,7205,-99
6442600,9118,10484,-99
FR_0000768,9119,6410,-99
HU_0000042,9121,10480,-99
6545120,9123,9651,-99
6123440,9130,6378,-99
FR_0000120,9130,7279,-99
FR_0000346,9134,6058,-99
FR_0000117,9134,7541,-99
6544100,9134,10822,-99
6123470,9136,6522,-99
FR_0000744,9138,6798,-99
6123420,9140,6219,-99
6139850,9143,7420,-99
FR_0000344,9147,6025,-99
6139360,9147,7108,-99
6139810,9149,7365,-99
FR_0000354,9150,6012,-99
6123790,9151,6641,-99
6139391,9153,7295,-99
FR_0000358,9154,6063,-99
6139361,9154,7124,-99
6542100,9154,10525,-99
CH_0000014,9155,8162,-99
6349350,9155,8727,-99
FR_0000108,9158,7478,-99
6348310,9160,7981,-99
FR_0000050,9162,7353,-99
FR_0000107,9162,7447,-99
FR_0000355,9165,6072,-99
6139365,9165,7103,-99
FR_0000109,9170,7495,-99
FR_0000110,9175,7487,-99
6123430,9178,6298,-99
FR_0000706,9181,6856,-99
FR_0000130,9183,7132,-99
FR_0000345,9185,6165,-99
6139825,9186,7464,-99
6139310,9188,7237,-99
FR_0000399,9191,6480,-99
FR_0000743,9191,6863,-99
